name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Joseph Romero,M,785429732,2005-05-17,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Omar Mason,M,749113144,2004-07-30,Senior,School of Communication and Information,0,0
Douglas Wilson,M,921775483,2003-02-26,Junior,Graduate School of Education,0,0
Holly Aguilar,F,696741068,2001-05-07,Freshman,Graduate School of Applied and Professional Psychology,0,0
Steven Bell,M,335422819,2005-08-16,Senior,Graduate School of Applied and Professional Psychology,0,0
Keith Jones,M,220781516,2004-10-07,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Rachel Garrison,F,782564610,2000-04-10,Junior,School of Environmental and Biological Sciences,0,0
Christina Smith,F,893868687,2002-11-03,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Joseph Cook DDS,M,939824062,2001-09-19,Freshman,Graduate School of Applied and Professional Psychology,0,0
Kerry Sexton,F,565067291,2000-05-31,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Spencer Hernandez,M,866274062,2004-05-06,Freshman,School of Arts and Sciences,0,0
Joy Holmes,F,146895351,2001-10-01,Freshman,Graduate School of Applied and Professional Psychology,0,0
Christopher Ross,M,118514389,2005-09-17,Junior,Graduate School of Applied and Professional Psychology,0,0
Kelly Alvarado,F,696438443,2004-10-21,Sophmore,School of Engineering,0,0
Denise Kane,F,240168723,2003-12-25,Freshman,School of Environmental and Biological Sciences,0,0
Patrick Lee,M,206325503,2000-02-01,Sophmore,Graduate School of Education,0,0
Molly Bell,F,764569589,2002-08-30,Freshman,Graduate School of Education,0,0
Gina Keith,F,858542526,2004-04-10,Sophmore,School of Engineering,0,0
Angela Armstrong,F,730169438,2001-04-05,Sophmore,School of Environmental and Biological Sciences,0,0
Mrs. Joan Blair,F,776786587,2004-05-06,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Mrs. Rebekah Mcdowell,F,781360406,2003-12-21,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Christine Tucker,F,403029009,2004-01-23,Senior,School of Communication and Information,0,0
Lisa Scott,F,339537908,2005-03-24,Freshman,School of Arts and Sciences,0,0
Kathy Rose,F,454952757,2003-12-17,Sophmore,Graduate School of Education,0,0
Monica Brooks,F,806883081,2001-02-13,Senior,Graduate School of Education,0,0
Morgan Shepherd,F,147393459,2003-09-09,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Michael Thomas,M,857329160,2003-02-06,Senior,Graduate School of Education,0,0
Melanie Hall,F,615787330,2003-01-21,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Paul Bell,M,694285251,2001-02-20,Freshman,School of Engineering,0,0
Tracie Moore,F,459702552,2000-02-06,Freshman,Graduate School of Education,0,0
Lauren Davis,F,636350182,2000-01-22,Sophmore,Graduate School of Applied and Professional Psychology,0,0
John Escobar,M,802472026,2005-08-29,Junior,School of Graduate Studies,0,0
Katrina Lee,F,719965496,2003-10-14,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Crystal Fox,F,485240602,2001-11-26,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Sean White,M,538492866,2004-08-03,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Theodore Cobb,M,802691487,2005-07-08,Freshman,Mason Gross School of the Arts,0,0
Deborah Young,F,732019079,2002-08-18,Senior,School of Graduate Studies,0,0
Lori Henderson,F,265037470,2002-11-12,Sophmore,School of Arts and Sciences,0,0
Stephen Howard,M,232284850,2001-03-03,Junior,School of Environmental and Biological Sciences,0,0
Michael Hill,M,379474065,2005-08-09,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Amy Stephenson,F,171835106,2004-02-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Clarence Tucker,M,830071037,2003-07-19,Senior,School of Environmental and Biological Sciences,0,0
Jamie Jones,F,205396466,2002-06-07,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Teresa Salas,F,665801615,2001-09-26,Freshman,School of Environmental and Biological Sciences,0,0
Robert Carpenter,M,424816021,2001-07-14,Junior,School of Communication and Information,1,0
Elaine Thomas,F,733851031,2001-07-20,Sophmore,School of Arts and Sciences,0,0
Darlene Ellis,F,522102779,2001-05-26,Senior,School of Engineering,0,0
Lisa Carter DDS,F,416722678,2003-08-11,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Ashley Leach,F,387598796,2003-01-26,Sophmore,Mason Gross School of the Arts,0,0
Christopher Brown,M,185581147,2002-12-23,Senior,Graduate School of Applied and Professional Psychology,0,1
Christina Garcia,F,215348052,2002-07-06,Freshman,School of Arts and Sciences,0,0
Steven Walton,M,527234535,2000-07-26,Senior,Graduate School of Applied and Professional Psychology,0,0
Alexandria Roy,F,478425681,2001-12-10,Sophmore,Graduate School of Education,0,0
Scott Conrad MD,M,938207031,2001-12-12,Freshman,School of Graduate Studies,0,0
Randy Cannon,M,286002797,2000-07-08,Junior,School of Communication and Information,0,0
Jennifer Armstrong,F,816724681,2000-07-13,Junior,School of Environmental and Biological Sciences,0,0
Teresa Gonzalez,F,603824403,2001-04-02,Senior,School of Engineering,0,0
Stephanie Davis,F,728182052,2002-03-31,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Amy Harris PhD,F,481604919,2000-08-03,Junior,School of Environmental and Biological Sciences,0,0
Stephanie Chavez,F,980592769,2002-01-23,Junior,School of Arts and Sciences,0,0
Sandra Baker,F,961309594,2004-01-25,Junior,School of Arts and Sciences,0,0
Allison Calhoun,F,886758243,2004-05-26,Sophmore,Mason Gross School of the Arts,0,0
Johnny Newton,M,826038520,2003-05-06,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Angela Henry MD,F,705894973,2000-05-04,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Samuel Holden,M,420143970,2003-09-06,Freshman,Graduate School of Education,0,0
Courtney Barton,F,600596504,2004-05-11,Junior,School of Engineering,0,0
Daniel Porter,M,509098841,2003-12-08,Sophmore,Graduate School of Education,0,0
Kelly Jones,F,335046015,2002-05-13,Senior,School of Arts and Sciences,1,0
Rachael Griffith,F,929574906,2000-11-08,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Jennifer Warner,F,803938388,2005-09-17,Senior,Graduate School of Education,0,0
Melanie Barker,F,365872373,1999-12-25,Senior,School of Communication and Information,0,0
Todd Lewis,M,357170109,2004-03-09,Sophmore,Mason Gross School of the Arts,0,0
Michele King,F,700478549,2003-06-16,Sophmore,Graduate School of Education,0,0
Crystal Brown,F,770134895,2005-08-11,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Scott Hawkins,M,232599193,2005-05-29,Sophmore,School of Graduate Studies,0,0
Dylan Gibson,M,433494085,2000-03-28,Sophmore,School of Engineering,0,1
William Rowe,M,304133132,2000-10-10,Junior,Graduate School of Education,0,0
Eric Johnson,M,823197266,2002-02-03,Freshman,Graduate School of Applied and Professional Psychology,0,0
Ashley Hernandez,F,230346720,2000-02-17,Junior,School of Graduate Studies,0,0
Pedro Douglas,M,196772372,2000-04-22,Sophmore,School of Engineering,0,0
Aaron Flowers,M,244172493,2004-04-06,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Angela Brooks,F,974714429,2004-02-05,Sophmore,School of Engineering,1,0
Haley Ferguson,F,808852642,2002-05-11,Freshman,School of Engineering,0,0
Paul Henry,M,111689992,2003-03-26,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Claudia Price,F,994302574,2000-02-09,Senior,School of Arts and Sciences,0,0
Terry Walters,M,441310123,2001-12-20,Junior,School of Graduate Studies,1,0
Vincent Wilson,M,138304993,1999-11-06,Junior,School of Environmental and Biological Sciences,0,0
Matthew Conley,M,735070100,2000-05-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Alexander Davis,M,427960427,2004-11-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Edward Lucas,M,842286929,2004-11-23,Junior,School of Environmental and Biological Sciences,0,0
Wendy Rosales,F,783009955,2004-06-12,Freshman,School of Engineering,0,0
Tamara Wood,F,344916940,2000-08-12,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Timothy Hess,M,469610709,2005-04-24,Freshman,Graduate School of Applied and Professional Psychology,0,0
Stephen Smith,M,462713877,2001-12-22,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Wendy Walters,F,477225847,2001-01-16,Senior,Graduate School of Applied and Professional Psychology,0,0
Christine Wallace,F,880893155,1999-10-26,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Mariah Myers,F,674330355,2000-03-14,Junior,Graduate School of Applied and Professional Psychology,0,0
Stephen Sanchez,M,303729848,2002-12-16,Freshman,School of Graduate Studies,0,0
Christopher Bright,M,521999973,2002-04-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Nicholas Mcdaniel,M,166849379,2002-05-03,Freshman,School of Graduate Studies,0,0
Krista Jones,F,611257719,2003-07-07,Sophmore,Graduate School of Education,1,0
Donald Chen,M,585084819,2004-11-19,Senior,Graduate School of Applied and Professional Psychology,0,0
William Cox,M,365876373,2003-06-01,Sophmore,School of Engineering,1,1
Sara Moore,F,389065607,2002-11-06,Senior,School of Graduate Studies,0,0
Victoria White,F,102927785,2004-10-06,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
David Thomas,M,534663466,2000-07-08,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Krystal Morrison,F,697038652,2004-10-01,Freshman,School of Arts and Sciences,0,0
Erin Allen,F,892356992,2001-09-23,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Heather Martin,F,495055171,2000-02-11,Junior,School of Graduate Studies,0,0
Jason Bates,M,512737177,2002-12-20,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Penny Johnston,F,254858172,2000-05-05,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Kristy Bradley PhD,F,446645920,2004-05-27,Freshman,School of Engineering,1,0
William Bryant,M,245114298,2004-06-28,Junior,School of Communication and Information,1,0
Kimberly Wells,F,763073959,1999-10-06,Sophmore,School of Environmental and Biological Sciences,0,0
Bradley Hunt,M,951810740,2000-01-05,Sophmore,School of Arts and Sciences,0,0
Brandon Lowery,M,339518253,2002-09-12,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Kevin Owens,M,752807770,1999-11-13,Freshman,Mason Gross School of the Arts,0,0
Lauren Soto,F,542001480,2002-01-24,Freshman,School of Communication and Information,0,0
Andrea Oliver,F,784629202,2005-07-03,Freshman,School of Arts and Sciences,0,0
Timothy Williams,M,552413328,2005-04-07,Sophmore,School of Environmental and Biological Sciences,0,0
Teresa Smith,F,663352286,2005-06-23,Sophmore,School of Arts and Sciences,0,0
Jessica Hayes,F,183981852,2002-09-23,Junior,Graduate School of Education,0,0
Monica Baldwin,F,536603176,2001-03-08,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Kim Evans,F,778959396,2001-02-21,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Desiree Schroeder,F,514176828,2002-03-14,Senior,School of Communication and Information,0,0
Michael Hamilton,M,604904997,2000-03-28,Junior,School of Graduate Studies,0,0
Tamara King,F,214819501,2003-08-26,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Barbara Richardson,F,947636199,2004-01-01,Sophmore,School of Arts and Sciences,0,0
Christine Medina,F,477345062,2002-08-08,Freshman,School of Graduate Studies,0,0
Regina Butler,F,891760273,2002-02-05,Junior,Mason Gross School of the Arts,0,0
Nathan Alexander,M,482391229,2005-02-03,Freshman,Graduate School of Applied and Professional Psychology,0,0
Lisa Martinez,F,479425492,2003-03-10,Freshman,School of Environmental and Biological Sciences,0,0
Jasmine Davis,F,662405926,2005-09-04,Freshman,Graduate School of Applied and Professional Psychology,0,0
Jeffrey Alvarez,M,951965914,2001-05-10,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Melissa Ingram,F,606512204,2005-06-27,Junior,School of Graduate Studies,0,0
William Russell DDS,M,218633107,2004-12-12,Freshman,School of Graduate Studies,0,0
Benjamin King,M,640078120,2002-04-03,Junior,School of Environmental and Biological Sciences,0,0
Jennifer Hill,F,609418072,2004-01-22,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
John Tyler,M,176211955,2001-03-18,Sophmore,Mason Gross School of the Arts,0,0
Alisha Elliott,F,825724756,2001-09-04,Freshman,Mason Gross School of the Arts,0,0
Paul Miller,M,701949927,2000-12-12,Sophmore,School of Arts and Sciences,0,0
Heather Hernandez,F,476253784,2001-10-07,Freshman,School of Graduate Studies,0,0
Katherine Murphy,F,552524987,2001-11-21,Freshman,Graduate School of Education,0,0
Joe Reed,M,698588847,2003-08-18,Senior,Graduate School of Education,0,0
Stephen Brown,M,574630167,2003-07-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Kimberly Underwood,F,355130123,2005-01-09,Sophmore,School of Environmental and Biological Sciences,0,0
Aaron Wells,M,399692122,2001-08-17,Sophmore,Mason Gross School of the Arts,0,0
Monica Dawson,F,682337661,2005-07-11,Senior,School of Graduate Studies,0,0
Kevin Parker,M,663810883,2005-06-19,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Michael Jones,M,232995529,2002-01-14,Junior,School of Graduate Studies,0,0
Todd Austin,M,205544554,2005-01-16,Sophmore,School of Graduate Studies,0,0
Harold Ramsey,M,411977489,2004-04-29,Freshman,Graduate School of Applied and Professional Psychology,0,0
Christopher Martinez,M,721783695,2004-06-25,Senior,Mason Gross School of the Arts,0,0
Brian Ruiz,M,316110348,2005-05-08,Senior,School of Environmental and Biological Sciences,0,0
Randall Berry,M,695266044,2001-09-17,Sophmore,School of Engineering,0,0
Sarah Jimenez,F,106894508,2001-02-19,Freshman,School of Engineering,0,0
Andre Rhodes,M,443883943,2004-05-19,Senior,School of Graduate Studies,0,0
Samantha Cole,F,795374127,2003-10-10,Sophmore,School of Environmental and Biological Sciences,0,0
Ross Moore,M,147890606,2000-10-03,Sophmore,Mason Gross School of the Arts,0,0
Laura Hicks,F,671070191,2000-01-31,Freshman,School of Arts and Sciences,0,0
Eric Larson,M,532485195,2004-11-16,Senior,Graduate School of Applied and Professional Psychology,0,0
Stephen Cline,M,403263708,2001-09-19,Junior,School of Arts and Sciences,0,0
Joshua Cooper,M,409718085,2005-01-30,Senior,School of Graduate Studies,0,0
Albert Davis,M,891402740,2002-03-07,Senior,School of Environmental and Biological Sciences,0,0
Tammy Brown,F,700624374,2001-09-08,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Travis Perez,M,271237493,2001-06-30,Junior,Graduate School of Education,0,0
Lori Browning,F,441682103,2003-03-26,Freshman,School of Graduate Studies,0,0
Joshua Meyers,M,524906850,2004-01-03,Junior,School of Environmental and Biological Sciences,0,0
Christina Drake,F,641942333,2004-06-10,Freshman,School of Graduate Studies,0,0
Michelle Brown,F,533135690,2003-10-11,Junior,School of Environmental and Biological Sciences,0,0
Jacqueline Salas,F,866315793,2005-03-14,Freshman,School of Arts and Sciences,0,0
Christopher Brown,M,886397773,2003-01-25,Junior,School of Engineering,0,0
Mary Bailey,F,167103700,2005-06-19,Sophmore,School of Graduate Studies,0,0
Jacqueline Lewis,F,640851012,2000-07-01,Junior,School of Communication and Information,0,0
Thomas Larsen,M,300417235,2000-04-07,Sophmore,Graduate School of Education,0,0
Kimberly Alvarez,F,191332969,1999-10-15,Sophmore,School of Arts and Sciences,0,0
Vincent Lane,M,538899189,2004-11-16,Freshman,Graduate School of Education,0,0
Brandon Hoffman,M,747907348,2001-02-27,Senior,School of Graduate Studies,0,0
Duane Jones,M,552306699,2005-05-10,Freshman,School of Environmental and Biological Sciences,1,0
Mr. Justin Parker,M,325839862,2005-05-07,Junior,Mason Gross School of the Arts,0,0
David Mcconnell,M,595154236,2000-02-28,Senior,School of Arts and Sciences,0,0
Justin Jennings,M,843580337,2005-03-21,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Isabella Christian,F,534154119,2002-11-12,Junior,School of Communication and Information,0,0
Caroline Garcia,F,297898466,2004-03-23,Senior,School of Communication and Information,0,0
Jason Parks DDS,M,832026912,2004-04-29,Sophmore,School of Arts and Sciences,0,0
Sean Hunt,M,639866024,2005-03-19,Freshman,School of Graduate Studies,0,0
Jackson Whitehead,M,583516241,2001-09-10,Junior,School of Communication and Information,0,0
Brian Lopez,M,508079824,2005-03-30,Freshman,School of Arts and Sciences,0,0
Patrick Snyder,M,908155041,2000-09-08,Freshman,Graduate School of Education,0,0
Brett Bauer,M,191376930,2002-07-30,Sophmore,School of Engineering,0,0
Daniel Harris,M,600876753,2005-09-14,Sophmore,School of Communication and Information,0,0
