name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preference
Chloe Miller,F,707827682,2002-10-08,Freshman,School of Arts and Sciences,0,0,['MH' 'CS' 'MZH'],Suite,1,1,1,8000-11000,11000,[]
Rebecca Farley,F,292627889,2004-10-09,Freshman,School of Arts and Sciences,0,0,['TS' 'BS' 'AH'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Sarah Smith,F,591778503,2000-08-08,Junior,School of Arts and Sciences,0,0,['RA' 'AH' 'SA'],Suite,1,0,1,6000-8000,8000,"[494192717, 408428415, 441140659]"
Wendy Vega,F,286096021,2004-12-08,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Suite,1,0,1,8000-11000,11000,"[612410748, 510449474, 692877575]"
Natasha Jones,F,465292737,2001-12-25,Junior,School of Arts and Sciences,0,0,['SA' 'RA' 'MZH'],Suite,1,1,1,4000-6000,6000,"[178745803, 734221140, 789156775]"
Jessica Davis,F,543656058,2001-03-15,Freshman,School of Arts and Sciences,0,1,['BS' 'MZH' 'NCA'],Apartment,1,1,1,8000-11000,10000,[]
Christine Douglas,F,582289889,2000-10-28,Freshman,School of Arts and Sciences,0,1,['MRS' 'RA' 'NCA'],Suite,1,1,1,6000-8000,7000,"[210347997, 153124238, 258144506]"
Amber Shields,F,496770286,2000-07-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'WS' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Corey Odom,M,841991895,2004-10-08,Sophomore,School of Arts and Sciences,0,0,['MH' 'RA' 'NCA'],Apartment,1,0,1,8000-11000,11000,"[969365320, 141337280, 294673187]"
Susan Miller,F,187165070,2004-05-24,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'MH' 'AH'],Apartment,1,1,1,4000-6000,6000,"[931797990, 255160264, 713353619]"
Stacey Campos,F,561218840,2001-01-06,Sophomore,School of Arts and Sciences,0,1,['CS' 'NCA' 'BS'],Suite,1,1,1,8000-11000,10000,"[772804489, 158776096, 257159038]"
Jenny Robinson,F,277508429,2002-03-15,Freshman,Mason Gross School of the Arts,0,0,['MH' 'SA' 'BS'],Suite,1,1,1,8000-11000,11000,"[941709402, 825278180, 262977095]"
Matthew Miller,M,558547637,2002-11-08,Freshman,School of Arts and Sciences,0,0,['MH' 'MS' 'WS'],Suite,1,1,1,8000-11000,11000,[]
Bethany Rodgers,F,133927844,2000-12-29,Freshman,Mason Gross School of the Arts,0,0,['RA' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000,[]
Jennifer Johnson,F,681100810,2004-03-13,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['CS' 'SA' 'MRS'],Apartment,1,1,1,8000-11000,11000,"[404903485, 690359659, 108297821]"
Chase Phillips,M,179297855,2005-09-01,Freshman,School of Arts and Sciences,0,0,['AH' 'RA' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[992838493, 750419079, 257761727]"
Gabriel Soto,M,235497068,2000-04-10,Sophomore,Mason Gross School of the Arts,0,1,['WS' 'AH' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[851740320, 630387734, 464714080]"
Joshua Rowe,M,266949205,2004-09-17,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'NCA'],Suite,1,1,1,6000-8000,8000,"[395473081, 521220104, 681322982]"
John Chen,M,475859664,2000-04-26,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['NCA' 'BS' 'SA'],Suite,1,1,1,4000-6000,5000,[]
Emily Barnes MD,F,352704583,2004-01-01,Sophomore,School of Management and Labor Relations,0,1,['MH' 'RA' 'BH'],Suite,1,1,1,4000-6000,5000,[]
Heather Evans,F,334067516,2002-05-26,Senior,Mason Gross School of the Arts,1,0,['MH' 'SA' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[212717996, 324380030, 770725293]"
Leslie Carson,F,117995956,2001-03-26,Junior,School of Arts and Sciences,0,1,['MZH' 'NCA' 'TS'],Suite,1,0,1,4000-6000,5000,"[875751658, 111294745, 915055948]"
Daniel Wright,M,718009856,2000-07-27,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'JS'],Suite,1,1,1,4000-6000,6000,"[734316291, 567338555, 427494051]"
Cory Curtis,M,618138658,2002-03-30,Senior,School of Arts and Sciences,1,0,['NCA' 'MS' 'BS'],Apartment,1,1,1,6000-8000,8000,"[690780333, 906051625, 321372398]"
Craig Mitchell,M,625753075,2004-01-28,Senior,School of Environmental and Biological Sciences,0,0,['SA' 'BH' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[235738900, 765579006, 185263166]"
Ryan Cohen,M,605317214,2001-05-29,Freshman,School of Communication and Information,1,0,['BS' 'CS' 'NCA'],Suite,1,1,1,4000-6000,6000,[]
Anna Wilson,F,832912255,2003-11-04,Freshman,School of Arts and Sciences,0,1,['SA' 'BH' 'BS'],Suite,1,1,1,8000-11000,10000,"[297041334, 722850343, 721855879]"
Megan Barr,F,762362457,2003-07-05,Senior,School of Communication and Information,0,0,['SA' 'RA' 'TS'],Apartment,1,1,1,4000-6000,6000,"[179297855, 777381205, 384293169]"
Erin Hines,F,949952394,2000-01-09,Junior,School of Social Work,0,1,['MS' 'WS' 'MH'],Suite,1,1,1,6000-8000,7000,"[755065356, 258144506, 403891904]"
Anthony Roman,M,470288362,2002-08-14,Freshman,Mason Gross School of the Arts,0,1,['BS' 'MS' 'NCA'],Suite,1,0,1,8000-11000,10000,"[120265917, 403891904, 474886058]"
Emily Bishop,F,716253372,2002-08-19,Freshman,School of Arts and Sciences,0,0,['NCA' 'MS' 'BS'],Apartment,1,0,1,4000-6000,6000,"[195236890, 216968035, 105500619]"
Tommy Robertson,M,946211557,2003-12-09,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'BS' 'RA'],Apartment,1,1,1,8000-11000,11000,[]
Peter Peters,M,907385305,2002-07-16,Sophomore,School of Engineering,0,0,['MS' 'SA' 'WS'],Suite,1,1,1,4000-6000,6000,"[873577662, 234625030, 741087811]"
Sean Ward,M,632041583,2000-03-02,Junior,School of Arts and Sciences,0,0,['BS' 'MH' 'BH'],Traditional Residence Hall,1,0,1,4000-6000,6000,"[256069147, 966258313, 737435040]"
Danielle Gonzales,F,671968304,2002-03-03,Sophomore,School of Engineering,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,0,4000-6000,6000,[]
Misty Williams,F,837254088,2001-06-25,Senior,Mason Gross School of the Arts,0,0,['NCA' 'MRS' 'MH'],Traditional Residence Hall,1,1,0,6000-8000,8000,"[633934857, 713833131, 177568559]"
Brent Bell,M,619432836,2001-05-20,Freshman,School of Engineering,0,0,['SA' 'TS' 'BS'],Apartment,1,1,1,4000-6000,6000,"[311022243, 972957601, 219930148]"
Daniel Robinson,M,785095251,2002-08-20,Sophomore,School of Communication and Information,0,0,['JS' 'SA' 'TS'],Suite,1,1,1,4000-6000,6000,"[892481903, 916882718, 370254650]"
Heather Shepherd,F,359551108,2001-03-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MS' 'JS'],Suite,1,0,1,4000-6000,6000,[]
Alyssa Riley,F,381934757,2003-10-17,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'RA' 'BS'],Traditional Residence Hall,1,1,0,4000-6000,6000,[]
Stephanie Chase,F,823609646,2000-02-08,Freshman,School of Arts and Sciences,0,0,['JS' 'AH' 'NCA'],Apartment,1,1,1,8000-11000,11000,"[222353507, 904325238, 576152561]"
Desiree Swanson,F,532981647,2001-06-30,Freshman,School of Arts and Sciences,0,0,['MRS' 'BS' 'RA'],Suite,1,1,1,8000-11000,11000,"[395459304, 305245567, 492175714]"
Chelsea Price,F,799001117,2001-05-17,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,6000,[]
Edwin Weeks MD,M,518623863,2001-11-09,Senior,School of Arts and Sciences,0,1,['JS' 'SA' 'MZH'],Suite,1,1,1,8000-11000,10000,[]
Carrie Long,F,215134753,2000-04-17,Sophomore,School of Environmental and Biological Sciences,0,1,['TS' 'RA' 'SA'],Suite,1,0,1,4000-6000,5000,[]
John Ramos,M,931129792,2002-10-15,Senior,School of Management and Labor Relations,0,0,['AH' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[755423882, 669602710, 744914041]"
Geoffrey Griffin,M,439005302,2002-06-17,Sophomore,School of Arts and Sciences,0,0,['BS' 'MS' 'SA'],Apartment,1,1,1,8000-11000,11000,"[270638944, 823616097, 385857598]"
Michele Escobar,F,960245327,2000-04-17,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'BS' 'RA'],Apartment,1,1,1,8000-11000,10000,"[514682698, 846062226, 240258079]"
Jessica Baker,F,682933973,2004-05-30,Sophomore,School of Engineering,0,0,['WS' 'MS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[762626894, 541837211, 168775830]"
Jessica Thomas PhD,F,618173620,2001-08-31,Freshman,Mason Gross School of the Arts,0,0,['JS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,11000,"[595397613, 630487599, 218339376]"
Robert Dixon,M,123961802,2003-05-27,Freshman,School of Engineering,0,1,['RA' 'BS' 'MH'],Apartment,1,1,1,4000-6000,5000,"[277809521, 335367890, 663617936]"
Michael Hamilton,M,899781434,2002-12-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'CS' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[260741939, 313699539, 855648779]"
Lisa Gilbert,F,514253190,2004-09-01,Sophomore,School of Arts and Sciences,0,1,['NCA' 'RA' 'WS'],Suite,1,1,1,8000-11000,10000,[]
Alan Gonzales,M,300325528,2002-03-08,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'BH' 'NCA'],Apartment,1,1,1,8000-11000,11000,"[846062226, 214933423, 434667639]"
Manuel Macdonald,M,436024226,2005-02-08,Freshman,School of Communication and Information,0,1,['RA' 'NCA' 'MS'],Apartment,1,1,0,6000-8000,7000,"[530037591, 183990107, 230035278]"
Madeline Phelps,F,157203171,2002-09-30,Senior,School of Arts and Sciences,0,0,['BS' 'NCA' 'MH'],Apartment,1,1,1,6000-8000,8000,"[661201257, 732712698, 248924180]"
Michelle Choi,F,417055095,2000-04-16,Freshman,School of Social Work,0,1,['SA' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,5000,"[340750738, 652276575, 877350515]"
Katie Combs,F,965682276,2005-05-03,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'MS' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[596604110, 576152561, 387799452]"
Deborah Shea,F,237856111,2002-08-21,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'BS' 'JS'],Apartment,1,1,1,6000-8000,7000,"[646557502, 414976288, 200331761]"
Brandon Mcdonald PhD,M,100171620,2004-04-23,Sophomore,School of Arts and Sciences,0,0,['MH' 'NCA' 'MZH'],Suite,1,1,1,8000-11000,11000,[]
Christy Walker,F,980191574,2001-12-02,Freshman,School of Arts and Sciences,0,0,['WS' 'NCA' 'CS'],Apartment,1,1,1,4000-6000,6000,"[579698631, 615970166, 721552833]"
Cheryl Smith,F,843372040,2002-08-10,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'JS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[468185322, 824364677, 190209839]"
Eric Jefferson,M,814563809,2003-08-04,Senior,School of Communication and Information,0,0,['BS' 'WS' 'TS'],Suite,1,1,1,4000-6000,6000,"[888520322, 739374527, 788083909]"
Bobby Werner,M,769844711,2002-11-18,Sophomore,School of Engineering,0,1,['NCA' 'BH' 'MRS'],Apartment,1,1,1,8000-11000,10000,[]
Caleb Gaines,M,564893274,2002-09-07,Freshman,Mason Gross School of the Arts,0,0,['BS' 'SA' 'MH'],Suite,1,1,1,6000-8000,8000,"[787158097, 423320743, 725361469]"
Deborah Watson,F,732712698,2001-11-26,Junior,School of Arts and Sciences,0,0,['SA' 'MRS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[729331589, 265653534, 277809521]"
Tony Wilkerson,M,679853944,2003-03-22,Sophomore,Mason Gross School of the Arts,0,0,['AH' 'WS' 'MH'],Apartment,1,1,1,4000-6000,6000,[]
Richard Turner,M,186319865,2000-01-27,Junior,School of Communication and Information,0,0,['BS' 'SA' 'TS'],Apartment,1,1,1,6000-8000,8000,[]
Timothy Kelley,M,136201444,2001-06-20,Freshman,School of Communication and Information,0,0,['BS' 'MS' 'SA'],Apartment,1,0,1,8000-11000,11000,"[476164418, 229203858, 584907348]"
Douglas Stewart,M,251820823,2002-11-10,Freshman,School of Arts and Sciences,0,1,['CS' 'BS' 'RA'],Suite,1,1,1,6000-8000,7000,[]
Ronald Banks,M,893488167,2000-04-29,Sophomore,School of Arts and Sciences,0,1,['MRS' 'AH' 'WS'],Suite,1,1,1,6000-8000,7000,[]
Michael Walls,M,345348395,2005-04-22,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'CS'],Apartment,1,1,1,6000-8000,8000,"[473939704, 647013949, 918021700]"
Alan Moore,M,948030895,2001-09-13,Sophomore,School of Arts and Sciences,0,0,['WS' 'MZH' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[574716728, 947122951, 846958291]"
Gary Rodgers,M,191465283,2002-07-19,Freshman,School of Environmental and Biological Sciences,0,0,['MZH' 'MRS' 'CS'],Apartment,1,0,1,8000-11000,11000,"[875413240, 523521904, 797307822]"
Amy Lawrence,F,631593084,2003-03-25,Senior,School of Communication and Information,0,0,['BH' 'NCA' 'WS'],Suite,1,1,1,6000-8000,8000,[]
Philip Simmons,M,793281361,2000-05-27,Senior,School of Social Work,0,1,['CS' 'JS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[472733839, 776078847, 558472870]"
Morgan Watkins,F,793202050,1999-09-29,Freshman,School of Communication and Information,0,1,['SA' 'RA' 'BS'],Suite,1,1,1,4000-6000,5000,"[621933819, 195293669, 221266308]"
David King,M,878218727,2001-12-26,Freshman,School of Social Work,0,0,['MZH' 'MS' 'JS'],Suite,1,1,1,4000-6000,6000,[]
Dr. Michele Foster MD,F,777812306,2000-01-14,Sophomore,School of Arts and Sciences,0,0,['NCA' 'CS' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Ronald Chaney,M,170329229,2004-06-22,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'NCA' 'MH'],Suite,1,1,1,6000-8000,8000,"[298311410, 124913989, 425896732]"
Amy Green,F,440375701,2000-04-14,Junior,Mason Gross School of the Arts,0,0,['CS' 'AH' 'SA'],Apartment,1,1,1,4000-6000,6000,"[342563664, 827388956, 947191554]"
Karen Woodward,F,615970166,2001-01-07,Sophomore,School of Arts and Sciences,0,0,['WS' 'MH' 'NCA'],Suite,1,1,1,8000-11000,11000,"[308579247, 511898452, 161896510]"
Eric Taylor,M,578530348,2001-08-13,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'NCA' 'BH'],Apartment,1,1,1,4000-6000,6000,"[393243348, 574900360, 829820809]"
Amanda Jimenez DVM,F,587997744,2002-03-04,Freshman,School of Communication and Information,0,0,['MH' 'SA' 'BS'],Apartment,1,1,1,4000-6000,6000,"[882482087, 934084236, 437980571]"
Christopher Schwartz,M,522892167,2000-07-11,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'JS'],Suite,1,1,1,8000-11000,11000,"[664203076, 794352309, 417800862]"
Sharon Arellano MD,F,736990503,2005-03-13,Freshman,School of Arts and Sciences,0,1,['MS' 'MZH' 'MH'],Apartment,1,1,1,4000-6000,5000,"[556090966, 913780809, 922647234]"
Nicole Lewis,F,702211338,2002-07-23,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Frank Martin,M,836765771,2003-08-31,Freshman,Mason Gross School of the Arts,0,1,['RA' 'BS' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[326286379, 150960031, 880557773]"
Rebecca Moore,F,537938558,2000-03-07,Freshman,School of Communication and Information,0,1,['BS' 'SA' 'MZH'],Suite,1,1,1,8000-11000,10000,"[765180741, 748382020, 503697566]"
Heather Rodriguez,F,962598742,2001-12-06,Junior,School of Arts and Sciences,0,0,['MRS' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,6000,"[173006465, 254541738, 976442049]"
Benjamin Palmer,M,265653534,2000-08-21,Sophomore,School of Engineering,0,0,['MZH' 'RA' 'MS'],Apartment,1,1,1,8000-11000,11000,"[263146073, 511820440, 957346621]"
Jessica Warner,F,279287433,2000-05-17,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'BH'],Apartment,1,1,1,8000-11000,11000,[]
Cheryl Peters,F,637538689,2001-08-19,Junior,School of Communication and Information,0,1,['RA' 'SA' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[227034992, 405135602, 552127881]"
Matthew Harris,M,500368108,2005-09-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'RA' 'SA'],Suite,1,1,1,4000-6000,6000,"[482504041, 390141015, 133331775]"
Richard Morris,M,867726678,2005-04-02,Freshman,School of Arts and Sciences,0,0,['SA' 'WS' 'BS'],Apartment,1,1,1,4000-6000,6000,"[164431164, 343987070, 141467943]"
Carolyn Gray,F,928249957,2001-05-10,Freshman,Mason Gross School of the Arts,0,1,['WS' 'MRS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,10000,[]
Stephanie Williams,F,771991723,2000-09-01,Freshman,School of Arts and Sciences,0,0,['MH' 'MS' 'BS'],Suite,1,1,1,8000-11000,11000,"[647563062, 644234531, 422175495]"
Wendy Ward,F,263215754,2003-02-20,Senior,Mason Gross School of the Arts,0,0,['JS' 'BS' 'AH'],Apartment,1,1,1,4000-6000,6000,"[511820440, 610950890, 302607308]"
Peter Cooper,M,546989781,2002-09-27,Freshman,Mason Gross School of the Arts,0,0,['BS' 'SA' 'MZH'],Suite,1,1,1,4000-6000,6000,"[835850036, 123278028, 360251271]"
Brandy Noble,F,173749550,2004-06-20,Freshman,School of Arts and Sciences,0,0,['SA' 'TS' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Connie Smith,F,463934517,2001-01-13,Freshman,School of Management and Labor Relations,0,0,['MS' 'RA' 'AH'],Suite,1,1,1,4000-6000,6000,"[251669209, 837548599, 907918686]"
Marc Morrison,M,340136720,1999-10-26,Sophomore,School of Arts and Sciences,0,0,['TS' 'BS' 'AH'],Suite,1,1,1,4000-6000,6000,[]
Kevin Davis Jr.,M,293734983,2004-04-03,Sophomore,School of Arts and Sciences,0,0,['BH' 'WS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000,"[484938285, 947124533, 199712788]"
Tabitha Perez,F,299930154,2004-11-17,Sophomore,School of Arts and Sciences,0,1,['SA' 'JS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[121007801, 705898295, 419708840]"
Jeffrey Jones,M,342365373,2001-12-17,Sophomore,School of Engineering,0,0,['WS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,11000,"[675249077, 325750669, 819346628]"
Jessica Huber,F,434477855,1999-10-31,Freshman,School of Arts and Sciences,0,0,['MS' 'RA' 'SA'],Apartment,1,1,1,6000-8000,8000,[]
Mr. Benjamin Smith MD,M,454372397,2002-08-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'RA' 'MRS'],Suite,1,1,1,8000-11000,10000,"[937833970, 240776823, 855767676]"
Melanie Weeks,F,697549198,2004-06-07,Junior,School of Communication and Information,0,1,['MS' 'AH' 'CS'],Suite,1,1,1,4000-6000,5000,[]
Sarah Delacruz,F,485997320,2001-06-11,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'WS'],Apartment,1,1,1,4000-6000,6000,"[774352428, 238618198, 982619478]"
Steven Patterson,M,627010689,2004-12-09,Sophomore,School of Social Work,0,0,['NCA' 'CS' 'SA'],Suite,1,0,1,6000-8000,8000,"[683722627, 769063234, 596230934]"
Carl Aguilar,M,637790876,2005-03-02,Sophomore,School of Arts and Sciences,0,0,['WS' 'BH' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Kaitlyn Johnson,F,106476528,2005-02-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'WS' 'NCA'],Suite,1,1,1,8000-11000,11000,[]
Amanda Davis,F,940414079,2002-11-05,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'AH' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Erika Crane,F,594185736,2004-08-09,Freshman,School of Communication and Information,0,1,['RA' 'CS' 'NCA'],Apartment,1,1,1,4000-6000,5000,[]
Dakota Berg,M,850396293,2001-09-26,Junior,School of Arts and Sciences,0,1,['BS' 'NCA' 'SA'],Suite,1,1,1,4000-6000,5000,"[265838038, 846943877, 486908407]"
Lauren Chavez,F,832590690,2002-03-21,Freshman,School of Communication and Information,0,1,['TS' 'MRS' 'BH'],Apartment,1,1,1,4000-6000,5000,[]
Samantha Rodriguez,F,930396918,2005-06-27,Sophomore,Mason Gross School of the Arts,0,0,['WS' 'RA' 'BS'],Suite,1,1,1,6000-8000,8000,"[578570322, 568795922, 278283296]"
Shannon Coleman,F,573091964,2005-06-09,Freshman,School of Engineering,0,0,['WS' 'TS' 'NCA'],Suite,1,1,1,4000-6000,6000,"[228555461, 187682953, 400468021]"
Patricia Henderson,F,123020110,2000-08-01,Junior,School of Communication and Information,0,0,['NCA' 'BS' 'MH'],Suite,1,1,1,8000-11000,11000,[]
Jesse James,M,617003587,2004-06-29,Junior,School of Arts and Sciences,0,1,['BS' 'RA' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[500952215, 954234748, 888243271]"
Anna Williams,F,762860986,2004-09-14,Sophomore,School of Management and Labor Relations,0,0,['AH' 'JS' 'NCA'],Suite,1,1,1,4000-6000,6000,[]
Anna Mathews,F,603077424,2002-01-24,Freshman,School of Engineering,0,1,['SA' 'TS' 'CS'],Apartment,1,1,1,4000-6000,5000,"[470076650, 713777933, 929012452]"
Connie Gibson,F,716816940,2001-05-06,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'CS' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[346928044, 770725293, 329156844]"
Anna Thomas,F,204153361,2003-12-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'MRS' 'TS'],Suite,1,1,1,4000-6000,6000,[]
Robert Robinson,M,964839574,2001-10-25,Freshman,School of Arts and Sciences,0,1,['MS' 'CS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Amber Burnett,F,958030847,2003-10-02,Sophomore,School of Arts and Sciences,0,0,['TS' 'RA' 'JS'],Apartment,1,1,1,4000-6000,6000,"[555306644, 521356413, 739912349]"
Cindy Hinton,F,333568104,2002-08-14,Sophomore,School of Arts and Sciences,0,1,['BS' 'MS' 'SA'],Apartment,1,1,1,8000-11000,10000,"[672001289, 571006140, 768612350]"
Penny Pineda,F,268311405,2004-03-21,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[278012971, 175328163, 317487491]"
Mrs. Christina Hunter DVM,F,993503904,2000-11-26,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'MS' 'MRS'],Apartment,1,1,1,6000-8000,8000,"[901572138, 154525984, 107633861]"
Andrew Lambert,M,808197099,2002-03-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'JS' 'BH'],Apartment,1,1,1,4000-6000,6000,"[168497195, 134947979, 612896127]"
