name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
Melissa Johnson,F,174048321,2001-04-29,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['BH' 'BS' 'JS'],Suite,1,1,1,4000-6000,5000
April Mcclure,F,320682939,2004-07-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MS' 'NCA'],Suite,1,1,1,4000-6000,6000
Kristy Thompson,F,966264831,1999-11-09,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'JS'],Suite,1,1,1,4000-6000,6000
Lindsey Smith,F,943768947,2003-07-09,Sophomore,School of Engineering,0,0,['BS' 'MRS' 'TS'],Apartment,1,1,1,4000-6000,6000
Lisa Santana,F,221836966,2000-06-12,Sophomore,School of Engineering,0,1,['MRS' 'JS' 'MZH'],Apartment,1,1,1,4000-6000,5000
Shawn Perez,M,631031602,2001-10-12,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'RA'],Suite,1,1,1,6000-8000,8000
Shannon Stokes,F,729137463,2003-10-29,Junior,School of Engineering,0,0,['BS' 'MZH' 'NCA'],Suite,1,1,1,4000-6000,6000
Krystal Rivas,F,628778071,2000-06-03,Junior,School of Arts and Sciences,0,1,['BS' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,7000
Whitney Hartman,F,583672508,2001-11-04,Freshman,School of Arts and Sciences,0,0,['SA' 'TS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000
James Dunn,M,217427384,2001-02-10,Freshman,School of Arts and Sciences,0,0,['AH' 'MH' 'NCA'],Suite,1,1,1,6000-8000,8000
Amber Davidson,F,649877946,2001-12-02,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'RA'],Suite,1,1,1,4000-6000,5000
Robert Price,M,850561043,2005-07-26,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'NCA' 'RA'],Traditional Residence Hall,1,0,1,8000-11000,11000
Elizabeth Rogers,F,347242072,2003-07-15,Sophomore,Mason Gross School of the Arts,0,0,['AH' 'CS' 'BS'],Suite,1,1,1,4000-6000,6000
Troy Barron,M,292097317,2003-06-28,Sophomore,School of Arts and Sciences,0,0,['JS' 'BS' 'MH'],Suite,1,1,1,4000-6000,6000
Holly Robertson,F,114530916,2000-04-07,Senior,School of Communication and Information,0,1,['MRS' 'SA' 'BS'],Apartment,1,1,1,4000-6000,5000
Sonya Harris,F,252299985,2005-04-19,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,4000-6000,6000
Sandra Williams,F,528335247,2002-11-25,Sophomore,School of Environmental and Biological Sciences,0,0,['SA' 'MH' 'JS'],Traditional Residence Hall,1,0,1,4000-6000,6000
Christopher Brown,M,591370635,2004-07-08,Freshman,Mason Gross School of the Arts,1,0,['NCA' 'MH' 'MRS'],Apartment,1,1,1,4000-6000,6000
Rebecca Heath,F,164789958,2004-11-10,Sophomore,School of Engineering,0,1,['MH' 'RA' 'TS'],Apartment,1,1,1,8000-11000,10000
Michelle Robertson,F,398155132,2000-09-27,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MRS'],Apartment,1,1,1,8000-11000,11000
Jamie Moreno,F,450858435,2002-02-02,Freshman,School of Arts and Sciences,0,0,['WS' 'SA' 'MS'],Suite,1,1,1,4000-6000,6000
Nicholas Adams,M,871234272,2002-11-20,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'SA'],Suite,1,1,1,4000-6000,6000
Vincent Evans,M,743986721,2002-10-01,Freshman,School of Arts and Sciences,0,1,['BS' 'AH' 'MRS'],Apartment,1,1,1,8000-11000,10000
Tim Payne,M,841039456,2005-09-02,Junior,School of Arts and Sciences,1,0,['SA' 'BS' 'BH'],Suite,1,1,1,4000-6000,6000
Robin Mueller,F,635942830,2001-01-26,Sophomore,School of Arts and Sciences,0,0,['NCA' 'RA' 'WS'],Suite,1,1,1,6000-8000,8000
Shannon Thompson,F,825244032,2004-11-06,Sophomore,School of Arts and Sciences,0,1,['NCA' 'MH' 'CS'],Suite,1,1,1,6000-8000,7000
Taylor Gordon,F,601416727,2003-08-24,Sophomore,School of Arts and Sciences,0,0,['MZH' 'MH' 'NCA'],Suite,1,1,1,6000-8000,8000
Lindsay Cooper,F,119253547,1999-12-08,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'SA' 'MS'],Suite,1,1,1,8000-11000,11000
Roy Browning,M,392560825,2005-05-31,Sophomore,Mason Gross School of the Arts,0,1,['NCA' 'BS' 'RA'],Traditional Residence Hall,1,0,1,6000-8000,7000
Tiffany Jones,F,973598846,2000-08-31,Freshman,School of Arts and Sciences,0,1,['MH' 'BS' 'WS'],Apartment,1,1,1,4000-6000,5000
Alex Sanders,M,974747392,2000-12-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'AH' 'RA'],Apartment,1,1,1,4000-6000,6000
Suzanne Lewis,F,560095365,2002-03-04,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'RA' 'TS'],Apartment,1,1,1,8000-11000,11000
Kyle Larson,M,511258634,2003-11-14,Junior,School of Arts and Sciences,0,0,['NCA' 'MRS' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000
Ashley Thomas,F,972802315,2000-08-23,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'BS' 'BH'],Suite,1,0,0,4000-6000,6000
Wendy Powers,F,481409684,2003-05-31,Sophomore,School of Social Work,0,0,['CS' 'MH' 'BH'],Apartment,1,1,1,4000-6000,6000
Jerry Wagner,M,666108807,2004-09-18,Sophomore,School of Communication and Information,0,0,['SA' 'NCA' 'AH'],Apartment,1,0,1,8000-11000,11000
Nicholas Daniel,M,676288833,2001-08-01,Freshman,School of Arts and Sciences,1,0,['RA' 'CS' 'NCA'],Suite,1,1,1,8000-11000,11000
Jesse Miller,M,879369091,2000-12-03,Senior,Mason Gross School of the Arts,0,1,['BS' 'WS' 'CS'],Apartment,1,1,1,6000-8000,7000
Susan Adkins,F,840478136,2000-08-26,Freshman,School of Engineering,0,0,['BH' 'MZH' 'WS'],Suite,1,1,1,4000-6000,6000
Maurice Cervantes,M,361264744,2002-07-25,Sophomore,School of Arts and Sciences,0,0,['BS' 'MZH' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,8000
Steven Sparks,M,724128235,2005-03-01,Junior,School of Management and Labor Relations,0,0,['CS' 'RA' 'WS'],Suite,1,1,1,6000-8000,8000
Whitney Manning,F,217320213,2004-11-20,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'SA'],Apartment,1,1,1,4000-6000,6000
Ronald Bell,M,101605275,2003-05-13,Junior,School of Arts and Sciences,0,0,['SA' 'BS' 'MS'],Apartment,1,1,1,8000-11000,11000
Jennifer Price,F,545029342,2004-03-18,Sophomore,Mason Gross School of the Arts,0,1,['MS' 'BH' 'BS'],Apartment,1,1,1,6000-8000,7000
Jeremy Gibson,M,925239432,2002-05-09,Sophomore,School of Arts and Sciences,0,1,['MZH' 'BS' 'NCA'],Apartment,1,1,0,8000-11000,10000
Joshua Bennett,M,171969254,2003-07-03,Sophomore,School of Management and Labor Relations,0,1,['TS' 'MZH' 'SA'],Apartment,1,1,1,6000-8000,7000
Karen Perez,F,216518957,2003-03-16,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,6000
Jacob Cooper,M,489454261,2000-10-12,Sophomore,Rutgers Business School–Newark and New Brunswick,1,0,['BH' 'BS' 'RA'],Apartment,1,1,1,6000-8000,8000
Ashley Waters,F,421218246,2003-07-21,Senior,School of Arts and Sciences,0,0,['SA' 'CS' 'RA'],Suite,1,1,1,4000-6000,6000
Anthony Cameron,M,302247615,2002-09-06,Senior,School of Arts and Sciences,0,0,['BS' 'MH' 'CS'],Suite,1,1,1,4000-6000,6000
Amanda Chan,F,313402918,2005-04-04,Freshman,School of Arts and Sciences,0,0,['BS' 'CS' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,8000
Scott Gonzalez,M,169406847,2003-05-13,Freshman,School of Arts and Sciences,0,0,['NCA' 'JS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000
Brian Morrison,M,299498733,2000-12-07,Sophomore,School of Social Work,0,1,['WS' 'BS' 'MH'],Suite,1,1,1,6000-8000,7000
Jessica Tucker,F,950547122,2000-10-03,Freshman,School of Environmental and Biological Sciences,0,0,['MS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000
Kathleen Lucas,F,564932758,2003-05-23,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'NCA' 'MH'],Suite,1,1,1,6000-8000,8000
Dave Miller,M,535260744,2001-04-13,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['TS' 'NCA' 'RA'],Traditional Residence Hall,1,0,1,8000-11000,10000
Steven Roberts MD,M,211744951,2001-05-19,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'WS'],Suite,1,1,1,4000-6000,6000
Amanda Perkins,F,297484547,2005-02-20,Freshman,School of Arts and Sciences,0,1,['MS' 'AH' 'TS'],Traditional Residence Hall,1,1,1,6000-8000,7000
Donald Baker,M,355511414,2000-08-11,Freshman,Mason Gross School of the Arts,0,0,['BS' 'BH' 'AH'],Suite,1,1,1,4000-6000,6000
Timothy Terry,M,444865921,2004-09-25,Freshman,School of Arts and Sciences,0,0,['MH' 'BS' 'TS'],Apartment,1,1,1,6000-8000,8000
Adam Nunez,M,972391040,2005-03-26,Sophomore,School of Management and Labor Relations,0,0,['BH' 'SA' 'RA'],Apartment,1,1,1,4000-6000,6000
Crystal Salas,F,516381122,2001-03-21,Junior,School of Social Work,0,0,['WS' 'NCA' 'BS'],Suite,1,1,1,6000-8000,8000
Elizabeth Williams,F,384354785,2005-03-19,Sophomore,School of Arts and Sciences,1,0,['BS' 'NCA' 'MRS'],Apartment,1,0,1,8000-11000,11000
Karen Mccarthy,F,269103735,2005-01-23,Freshman,School of Arts and Sciences,0,1,['BH' 'MS' 'SA'],Apartment,1,1,1,4000-6000,5000
Mrs. Becky Zavala DDS,F,336906378,2004-02-03,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,8000
Joel Estrada,M,387638183,2000-05-01,Sophomore,School of Arts and Sciences,1,0,['RA' 'BS' 'JS'],Suite,1,1,1,6000-8000,8000
Kyle Hardy,M,428340221,2003-12-24,Freshman,School of Social Work,0,1,['RA' 'WS' 'SA'],Apartment,1,1,1,8000-11000,10000
Whitney Thompson,F,217631672,2000-11-01,Junior,Mason Gross School of the Arts,0,0,['MS' 'MH' 'BS'],Suite,1,1,1,8000-11000,11000
Kathryn Smith,F,757473688,2004-09-30,Sophomore,School of Arts and Sciences,0,0,['BS' 'BH' 'JS'],Traditional Residence Hall,1,1,1,6000-8000,8000
Christian Parks,M,250812789,2001-05-20,Junior,School of Communication and Information,0,0,['BH' 'BS' 'MH'],Apartment,1,1,1,4000-6000,6000
Angela Price,F,929462655,2004-01-02,Sophomore,School of Communication and Information,0,0,['BS' 'CS' 'JS'],Suite,1,1,1,4000-6000,6000
Paula Rangel,F,489482128,2005-05-15,Freshman,School of Social Work,0,1,['MS' 'MZH' 'NCA'],Apartment,1,1,1,4000-6000,5000
Amanda Briggs,F,289385699,2003-03-01,Sophomore,School of Arts and Sciences,0,0,['TS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000
Pamela Henderson,F,876969529,2002-03-27,Junior,School of Communication and Information,0,0,['MZH' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,6000
Brent Cross,M,977733392,2001-09-26,Senior,School of Arts and Sciences,0,0,['BS' 'RA' 'AH'],Suite,1,1,1,8000-11000,11000
Casey Thompson,M,448919382,2004-09-15,Freshman,School of Arts and Sciences,0,0,['TS' 'NCA' 'MS'],Apartment,1,1,1,4000-6000,6000
Leslie Brown,F,958374868,1999-10-08,Junior,School of Arts and Sciences,0,1,['BS' 'MZH' 'AH'],Suite,1,1,1,6000-8000,7000
Melissa Martin,F,409780907,2001-09-21,Sophomore,School of Social Work,0,1,['MS' 'BS' 'MH'],Apartment,1,1,1,4000-6000,5000
Andrew Houston,M,674201919,2000-05-03,Senior,School of Arts and Sciences,0,0,['BS' 'SA' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000
David Ruiz,M,207515938,2000-07-04,Freshman,School of Communication and Information,1,0,['SA' 'MS' 'WS'],Apartment,1,1,1,8000-11000,11000
Allison Brown,F,887936649,2005-06-12,Junior,School of Arts and Sciences,0,0,['MZH' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000
Elizabeth Stanton,F,724137434,2005-04-07,Freshman,School of Arts and Sciences,0,0,['BS' 'TS' 'RA'],Suite,1,1,1,4000-6000,6000
Katrina Flores,F,701063883,2002-05-19,Sophomore,School of Arts and Sciences,0,1,['SA' 'TS' 'MH'],Apartment,1,1,1,6000-8000,7000
Dr. Mark Bell Jr.,M,428625966,2000-10-20,Junior,School of Engineering,0,0,['MS' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000
Xavier Burns,M,435575276,2004-04-25,Freshman,School of Arts and Sciences,0,0,['RA' 'MS' 'JS'],Suite,1,1,1,6000-8000,8000
Dr. Brandon Anderson MD,M,192646588,2000-11-22,Junior,School of Engineering,0,0,['RA' 'SA' 'CS'],Suite,1,1,1,4000-6000,6000
Jennifer Robertson,F,506821816,2004-12-18,Freshman,School of Arts and Sciences,0,0,['SA' 'MRS' 'NCA'],Suite,1,0,1,8000-11000,11000
Claudia Baxter,F,459024458,2002-11-29,Freshman,Mason Gross School of the Arts,0,1,['SA' 'NCA' 'RA'],Suite,1,1,1,4000-6000,5000
Marc Jones,M,694368158,2001-05-05,Sophomore,School of Arts and Sciences,0,1,['NCA' 'RA' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,5000
Michelle Solomon,F,206304540,2001-03-07,Sophomore,School of Arts and Sciences,0,0,['TS' 'MZH' 'MRS'],Suite,1,1,1,4000-6000,6000
Nathaniel Romero,M,280651101,2005-08-24,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'TS'],Apartment,1,1,1,8000-11000,11000
Michael Anthony,M,551255115,2004-06-07,Freshman,School of Arts and Sciences,0,1,['JS' 'MS' 'SA'],Apartment,1,1,1,4000-6000,5000
Karen Carter,F,681318519,2005-03-04,Junior,School of Communication and Information,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000
Michael Weeks,M,390716099,2005-03-01,Junior,School of Arts and Sciences,0,0,['BS' 'MH' 'RA'],Traditional Residence Hall,1,1,0,8000-11000,11000
Joseph Estrada,M,745514490,2001-12-11,Freshman,Rutgers Business School–Newark and New Brunswick,1,0,['BH' 'RA' 'BS'],Suite,1,0,1,8000-11000,11000
Chelsea Duffy,F,518967910,2001-07-28,Senior,School of Engineering,0,0,['NCA' 'RA' 'MS'],Apartment,1,1,1,8000-11000,11000
Paul Mann,M,301749324,2004-07-11,Freshman,School of Arts and Sciences,0,1,['RA' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,5000
Jason Brown Jr.,M,253423218,1999-11-26,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'WS'],Apartment,1,1,1,4000-6000,6000
Taylor Howard,F,356818161,2001-07-11,Junior,School of Arts and Sciences,0,0,['BS' 'MH' 'BH'],Apartment,1,1,1,4000-6000,6000
Brandon Hancock,M,315866818,2005-01-09,Sophomore,School of Engineering,1,0,['BS' 'RA' 'MS'],Suite,1,1,1,4000-6000,6000
Andrew Stephens,M,978262361,2001-09-21,Freshman,Mason Gross School of the Arts,0,0,['RA' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,6000
Dawn Burton,F,950148305,2004-07-23,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,11000
Brian Bishop,M,382345568,2000-09-24,Sophomore,School of Arts and Sciences,0,0,['MH' 'NCA' 'RA'],Suite,1,1,1,4000-6000,6000
Bethany Barrera,F,403508247,2005-01-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'MZH' 'RA'],Apartment,1,1,1,4000-6000,6000
Jacob Fuller,M,143205445,2003-10-30,Freshman,School of Engineering,0,1,['BS' 'RA' 'MH'],Traditional Residence Hall,1,1,0,4000-6000,5000
Richard Chase,M,255840988,2004-07-24,Sophomore,School of Arts and Sciences,0,0,['WS' 'JS' 'BS'],Apartment,1,1,1,4000-6000,6000
Christina Bautista,F,678476034,2001-01-21,Sophomore,School of Environmental and Biological Sciences,0,0,['RA' 'BS' 'JS'],Suite,1,1,1,6000-8000,8000
Joanna Johnson,F,370098054,2003-09-21,Freshman,School of Arts and Sciences,0,0,['RA' 'AH' 'WS'],Suite,1,1,1,4000-6000,6000
Frederick Rodgers,M,328467035,2005-05-24,Junior,School of Arts and Sciences,0,0,['SA' 'RA' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,6000
Brett Hubbard,M,636028916,2003-03-01,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'MS'],Suite,1,1,1,6000-8000,7000
Christina Payne,F,428068296,2001-05-04,Junior,School of Communication and Information,0,0,['CS' 'BS' 'AH'],Apartment,1,1,1,4000-6000,6000
Jesse Myers,M,830346215,1999-12-17,Freshman,Mason Gross School of the Arts,0,1,['MS' 'NCA' 'WS'],Suite,1,1,1,6000-8000,7000
Wendy Castillo,F,495384181,2000-11-15,Senior,School of Arts and Sciences,0,0,['NCA' 'CS' 'BS'],Suite,1,1,1,6000-8000,8000
Austin Wright,M,439576932,2003-09-07,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'BH' 'MZH'],Suite,1,1,1,8000-11000,11000
Noah Woods,M,902124408,2002-04-14,Sophomore,School of Arts and Sciences,0,0,['BS' 'MS' 'RA'],Suite,1,1,1,8000-11000,11000
Patricia Gaines,F,142812504,2003-08-21,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,5000
Kelli Wilcox,F,214097990,2002-05-07,Sophomore,School of Arts and Sciences,0,1,['BS' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,5000
Colton West,M,776716802,1999-09-29,Junior,School of Arts and Sciences,0,1,['BS' 'NCA' 'AH'],Suite,1,1,1,8000-11000,10000
Denise Ellis,F,938053055,2002-02-05,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Suite,1,1,1,4000-6000,6000
Derrick Duarte,M,572393399,2003-08-12,Freshman,Mason Gross School of the Arts,0,0,['RA' 'SA' 'BS'],Suite,1,1,1,8000-11000,11000
Erica Luna,F,437799698,2000-02-26,Freshman,School of Environmental and Biological Sciences,1,0,['JS' 'SA' 'NCA'],Suite,1,0,1,4000-6000,6000
Michael Gardner,M,177824398,2001-11-22,Senior,School of Communication and Information,0,0,['SA' 'RA' 'MS'],Apartment,1,1,1,4000-6000,6000
Kimberly Drake,F,972031190,2002-04-13,Junior,School of Management and Labor Relations,0,0,['BS' 'NCA' 'JS'],Apartment,1,1,1,6000-8000,8000
Claire Foster,F,974224153,2000-01-29,Junior,School of Arts and Sciences,0,0,['MRS' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000
Ethan White,M,130122849,2003-02-14,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'JS'],Apartment,1,1,1,8000-11000,11000
Martin Weeks,M,535119741,2001-06-07,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'SA' 'WS'],Suite,1,1,1,4000-6000,5000
Bridget Jones,F,169807540,2004-04-29,Junior,School of Communication and Information,0,1,['BS' 'AH' 'MZH'],Suite,1,0,1,4000-6000,5000
Dawn Jordan,F,673568777,2003-05-16,Junior,School of Arts and Sciences,0,1,['BS' 'CS' 'TS'],Suite,1,0,1,4000-6000,5000
Sarah Thompson,F,208139269,2004-10-13,Freshman,School of Arts and Sciences,0,1,['RA' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,7000
Edwin Reed,M,729144693,2004-12-21,Sophomore,School of Management and Labor Relations,0,0,['BS' 'NCA' 'SA'],Suite,1,1,1,8000-11000,11000
David James,M,114127870,2001-10-29,Freshman,School of Arts and Sciences,0,1,['MZH' 'BS' 'SA'],Apartment,1,1,1,8000-11000,10000
Christina Frye,F,792104089,2002-03-02,Sophomore,School of Communication and Information,0,1,['BS' 'NCA' 'MS'],Apartment,1,0,0,6000-8000,7000
Christy Chase,F,228344096,2004-11-26,Sophomore,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Suite,1,1,1,8000-11000,11000
Timothy Hartman,M,121285733,2002-08-19,Freshman,School of Management and Labor Relations,0,0,['NCA' 'RA' 'BS'],Suite,1,1,1,4000-6000,6000
Donald Gallagher,M,111070528,2005-03-26,Sophomore,School of Arts and Sciences,0,0,['MH' 'WS' 'RA'],Suite,1,1,1,6000-8000,8000
Julie Hernandez,F,963997944,2000-04-07,Freshman,School of Management and Labor Relations,0,0,['SA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000
Rebecca Burgess,F,375175461,2004-02-18,Junior,School of Communication and Information,0,0,['RA' 'MS' 'SA'],Apartment,1,1,1,4000-6000,6000
Andrew Martinez,M,144534490,2000-08-13,Freshman,School of Engineering,0,0,['AH' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000
Debbie Romero,F,660950580,2000-09-12,Sophomore,School of Environmental and Biological Sciences,1,0,['BS' 'WS' 'SA'],Traditional Residence Hall,1,0,1,8000-11000,11000
Peter Walker,M,977596253,2000-05-24,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'SA' 'NCA'],Suite,1,0,1,8000-11000,10000
Kimberly Waller,F,598708833,2002-04-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'TS' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,8000
Erika Flynn,F,236006398,2001-05-21,Freshman,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,8000
Robin Serrano,F,204322822,2004-06-02,Junior,School of Arts and Sciences,0,0,['MRS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,6000
Katelyn Weiss,F,560450704,2004-04-10,Junior,School of Environmental and Biological Sciences,0,1,['SA' 'NCA' 'BS'],Suite,1,1,1,4000-6000,5000
Jacqueline Erickson,F,976534401,2000-12-08,Sophomore,School of Arts and Sciences,0,1,['MZH' 'NCA' 'RA'],Suite,1,1,1,8000-11000,10000
Adrienne Warren,F,537110651,2000-07-10,Sophomore,School of Social Work,0,0,['RA' 'MS' 'SA'],Suite,1,0,1,4000-6000,6000
Jennifer Elliott,F,578883543,2003-10-29,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'TS'],Suite,1,1,1,4000-6000,6000
Heather Cantu,F,640427846,2005-03-02,Junior,School of Arts and Sciences,0,0,['SA' 'MS' 'RA'],Suite,1,1,1,8000-11000,11000
Timothy Patel,M,740000307,2003-03-27,Freshman,School of Arts and Sciences,0,0,['BS' 'CS' 'BH'],Traditional Residence Hall,1,1,1,6000-8000,8000
Jamie Rodriguez,F,155405642,2000-10-20,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,5000
Mary Vasquez,F,845793191,1999-12-25,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,11000
Patricia Miller,F,793957535,2001-03-04,Sophomore,School of Engineering,0,0,['BH' 'BS' 'TS'],Apartment,1,1,1,6000-8000,8000
Jessica Whitaker,F,875979770,2001-12-25,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'JS'],Suite,1,1,1,4000-6000,6000
Robert Phillips,M,769909635,2001-06-16,Sophomore,School of Engineering,0,0,['CS' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000
Sarah Logan,F,981399031,2003-10-13,Freshman,Mason Gross School of the Arts,0,1,['BS' 'MH' 'SA'],Apartment,1,1,1,4000-6000,5000
William Mills,M,289793386,2004-05-21,Freshman,School of Engineering,0,0,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000
Blake Coleman,M,386341193,2001-12-21,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'CS' 'NCA'],Suite,1,1,1,4000-6000,5000
Eddie Fry,M,625946085,2002-03-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'JS' 'SA'],Apartment,1,1,1,8000-11000,11000
Jasmine Waters,F,407604262,2002-10-20,Junior,School of Arts and Sciences,0,0,['MS' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000
Mr. Michael Dunn III,M,681853695,1999-10-05,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['WS' 'MZH' 'AH'],Apartment,1,1,1,4000-6000,5000
