name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Daniel Woods,M,982162245,2005-01-12,Junior,School of Engineering,0,0,['BH' 'MH' 'BS'],Suite,1,1,1,4000-6000,6000,"[271431102, 118408935]"
Jenna Brooks,F,137841536,2002-06-18,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'BS' 'MZH'],Suite,1,1,1,4000-6000,5000,"[635916784, 379093830]"
Frances Walker,F,868362495,1999-11-04,Freshman,School of Arts and Sciences,0,0,['SA' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[855559227, 847591099]"
William Bruce,M,646953362,2003-05-30,Freshman,School of Arts and Sciences,0,1,['MRS' 'MH' 'BS'],Apartment,1,1,1,6000-8000,7000,"[759703993, 812662583]"
Deborah Chan,F,253753401,2002-05-27,Freshman,School of Engineering,0,0,['CS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,11000,[467026353]
Nicolas Taylor,M,577578652,2003-12-05,Freshman,Mason Gross School of the Arts,0,0,['BS' 'WS' 'BH'],Apartment,1,1,1,4000-6000,6000,[993262872]
Robert Choi,M,522294515,1999-10-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000,[875646345]
David Hernandez,M,477342016,1999-12-29,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[495583386, 666831309]"
Brett Stevens,M,424545369,2005-05-18,Senior,School of Arts and Sciences,1,1,['RA' 'BS' 'NCA'],Suite,1,1,0,6000-8000,7000,"[647429842, 962027848]"
James Martin,M,692225359,2000-05-24,Freshman,School of Arts and Sciences,1,1,['MRS' 'SA' 'BS'],Suite,1,1,1,4000-6000,5000,"[494246013, 344112668]"
Teresa White,F,633995577,2003-11-07,Sophomore,School of Engineering,0,0,['BS' 'AH' 'RA'],Suite,1,1,1,4000-6000,6000,"[818552107, 609793565]"
Matthew Alvarez,M,805180771,2004-12-10,Sophomore,School of Arts and Sciences,0,0,['AH' 'SA' 'RA'],Suite,1,1,1,4000-6000,6000,"[288300787, 455107779]"
Robert Lopez,M,485316115,2004-02-09,Sophomore,School of Arts and Sciences,0,0,['SA' 'RA' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[593973328, 346953530]"
Jeremy Brown,M,798214721,2002-03-02,Freshman,School of Communication and Information,1,0,['SA' 'NCA' 'RA'],Apartment,1,1,1,6000-8000,8000,"[147801166, 603075549]"
Jessica West,F,452767335,2002-09-21,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'MZH' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[637548151, 619555750]"
Becky Ellis DDS,F,890561583,1999-12-27,Freshman,School of Communication and Information,0,0,['CS' 'JS' 'RA'],Apartment,1,1,1,4000-6000,6000,"[863285851, 939445736]"
William Brady,M,497468691,2005-02-03,Sophomore,School of Arts and Sciences,0,0,['BS' 'MS' 'NCA'],Suite,1,1,1,4000-6000,6000,"[870351133, 401308209]"
Donna Carr,F,347903221,1999-11-29,Senior,School of Social Work,0,1,['MZH' 'BS' 'MRS'],Suite,1,1,1,8000-11000,10000,"[597817769, 969389860]"
Tyler Jones,M,889553645,2003-11-14,Senior,School of Communication and Information,0,0,['BS' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,6000,"[568848269, 763144344]"
Tim George,M,895302738,2000-05-20,Sophomore,School of Arts and Sciences,0,0,['BS' 'MS' 'SA'],Apartment,1,1,1,6000-8000,8000,"[639692927, 336927521]"
Michelle Roberts,F,573188570,2004-05-29,Freshman,School of Management and Labor Relations,0,0,['BS' 'NCA' 'MS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[788250957]
Samuel Mcdonald,M,236945540,2000-02-07,Sophomore,School of Environmental and Biological Sciences,0,0,['RA' 'SA' 'MZH'],Suite,1,1,1,8000-11000,11000,"[573058658, 576115125]"
Jeffrey Skinner,M,714137078,2004-11-14,Senior,School of Arts and Sciences,0,0,['RA' 'MS' 'TS'],Apartment,1,0,1,6000-8000,8000,"[317786571, 622397811]"
Frank Morales,M,626049633,2003-11-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'RA' 'BS'],Suite,1,1,1,4000-6000,5000,"[179710267, 238705956]"
Rebecca Beasley,F,754473805,2005-05-30,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'NCA' 'SA'],Suite,1,1,1,8000-11000,11000,"[660995275, 258594568]"
Kevin Palmer,M,150649104,2002-01-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'BS' 'BH'],Traditional Residence Hall,1,0,1,4000-6000,6000,"[174907419, 585857260]"
Joshua Wilson,M,367896908,2003-05-29,Junior,School of Arts and Sciences,1,0,['BH' 'BS' 'MS'],Apartment,1,1,0,4000-6000,6000,"[629855257, 104859382]"
Micheal Ellis,M,937828410,2000-12-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MH' 'JS'],Apartment,1,1,1,4000-6000,6000,[776542000]
Nicholas Everett,M,461583356,2005-06-11,Freshman,School of Arts and Sciences,0,1,['BS' 'AH' 'CS'],Suite,1,1,1,4000-6000,5000,"[474988895, 368407357]"
Kimberly Evans,F,290330480,1999-12-17,Freshman,School of Arts and Sciences,0,1,['SA' 'TS' 'BS'],Apartment,1,1,1,4000-6000,5000,[854958786]
Roberto Lawrence,M,894249472,2002-02-02,Junior,School of Environmental and Biological Sciences,0,0,['BH' 'NCA' 'RA'],Suite,1,1,1,4000-6000,6000,"[520327282, 739876484]"
David Daniels,M,465596853,2003-02-14,Junior,School of Communication and Information,0,1,['RA' 'BS' 'AH'],Apartment,1,1,1,8000-11000,10000,"[202169454, 145593416]"
Bryan Macias,M,268630675,2005-07-16,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['JS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000,[521138758]
Christina Thompson,F,417864489,2003-01-11,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MRS' 'RA'],Suite,1,1,1,8000-11000,11000,[297084089]
Colleen Leach,F,624701157,2000-03-16,Junior,School of Engineering,0,0,['SA' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,6000,"[657697988, 112860266]"
Madison Klein,F,596417355,2004-12-12,Junior,School of Arts and Sciences,0,1,['SA' 'NCA' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,5000,[415180860]
Brandon Lowe,M,400232278,2001-06-26,Senior,School of Environmental and Biological Sciences,0,0,['AH' 'BS' 'BH'],Suite,1,1,1,4000-6000,6000,"[847332507, 249236281]"
Peggy Patel,F,637591823,2002-10-22,Freshman,School of Engineering,0,0,['MH' 'BS' 'SA'],Suite,1,1,1,6000-8000,8000,"[706983121, 604046356]"
Megan Perez,F,623786777,2000-11-23,Sophomore,School of Arts and Sciences,1,0,['SA' 'AH' 'BS'],Suite,1,1,1,6000-8000,8000,[773360696]
Elijah Mcdonald,M,559539550,2002-04-05,Freshman,School of Arts and Sciences,0,1,['MH' 'SA' 'BH'],Suite,1,1,1,4000-6000,5000,[851378655]
Anthony Thompson,M,819654582,2003-02-03,Senior,School of Engineering,0,1,['BS' 'NCA' 'RA'],Suite,1,1,1,4000-6000,5000,"[423240148, 745609427]"
Stacy Blackwell,F,283145616,2000-07-04,Freshman,School of Arts and Sciences,0,1,['CS' 'SA' 'AH'],Suite,1,1,1,4000-6000,5000,"[510740704, 814766533]"
Jake Brown,M,133574840,2001-07-12,Sophomore,School of Arts and Sciences,1,1,['RA' 'SA' 'MZH'],Suite,1,1,1,4000-6000,5000,[515648368]
Ashley Perez,F,160975690,2004-11-18,Freshman,School of Arts and Sciences,0,0,['BS' 'MRS' 'BH'],Suite,1,1,1,6000-8000,8000,[828400138]
Michael Ho,M,161799300,2001-12-30,Junior,School of Management and Labor Relations,0,1,['BS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,5000,"[582758568, 299455853]"
Miguel Richards,M,538038490,2004-10-11,Freshman,School of Arts and Sciences,0,0,['MZH' 'MH' 'BS'],Suite,1,1,1,4000-6000,6000,"[828309244, 528064065]"
Andrew Johnson,M,279840499,2000-04-30,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'MH'],Suite,1,1,1,4000-6000,6000,"[860789029, 766089279]"
Gerald Roberts,M,206443565,2004-11-08,Junior,School of Arts and Sciences,1,1,['WS' 'RA' 'BS'],Suite,1,1,1,4000-6000,5000,"[515256828, 357099246]"
James Higgins,M,756115002,2000-12-11,Sophomore,School of Arts and Sciences,0,0,['MS' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000,"[370340760, 444616170]"
Jeremy Mack,M,939445736,2002-10-06,Junior,School of Engineering,0,0,['NCA' 'RA' 'BH'],Suite,1,0,1,4000-6000,6000,[863285851]
Brittany Miranda,F,294994542,2004-02-04,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'MRS'],Suite,1,1,1,4000-6000,6000,"[328770140, 389624224]"
Vanessa Thompson,F,592518599,2005-03-20,Freshman,School of Arts and Sciences,0,0,['AH' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000,"[349100344, 996186320]"
Donna Powell,F,178301890,1999-12-08,Junior,School of Engineering,0,1,['TS' 'SA' 'MS'],Apartment,1,1,1,4000-6000,5000,[501856980]
Cheryl Hernandez,F,149324491,2000-07-06,Sophomore,School of Engineering,0,0,['NCA' 'BS' 'RA'],Suite,1,1,1,4000-6000,6000,[576932587]
Steven Wilson,M,666745066,2004-09-18,Freshman,School of Communication and Information,1,0,['WS' 'NCA' 'JS'],Apartment,1,1,0,4000-6000,6000,"[805850262, 911171944]"
Charles Wilson,M,521612886,2004-08-02,Freshman,School of Arts and Sciences,0,0,['WS' 'MZH' 'BS'],Apartment,1,1,1,4000-6000,6000,"[773118377, 526904786]"
Andrea Lee,F,162894257,2000-04-30,Freshman,School of Management and Labor Relations,0,1,['AH' 'NCA' 'MH'],Traditional Residence Hall,1,0,1,8000-11000,10000,"[191823279, 774921091]"
Chelsey Abbott,F,677449801,2000-10-21,Sophomore,Mason Gross School of the Arts,0,0,['MRS' 'RA' 'BS'],Suite,1,0,1,6000-8000,8000,"[662703426, 669130787]"
Lisa Johnson,F,847667755,2001-11-14,Sophomore,School of Communication and Information,0,0,['CS' 'BS' 'RA'],Suite,1,1,1,4000-6000,6000,[389180624]
Mrs. Maureen Vasquez,F,502846478,2000-04-09,Sophomore,School of Arts and Sciences,0,1,['BS' 'MH' 'MS'],Suite,1,1,1,4000-6000,5000,"[287833857, 700066777]"
Julie Hall,F,457495593,2002-10-12,Freshman,School of Social Work,0,0,['RA' 'MS' 'MRS'],Suite,1,1,1,4000-6000,6000,[905793806]
Meghan Richards,F,278450207,2001-02-06,Junior,Mason Gross School of the Arts,0,0,['MZH' 'SA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[216712889, 191734849]"
Kurt Choi,M,424041607,2004-02-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'BS' 'TS'],Suite,1,1,1,8000-11000,10000,[465976899]
John Ortiz,M,826783461,2003-04-29,Freshman,School of Social Work,0,1,['SA' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,10000,[841453975]
Sonia Smith,F,745496877,2004-03-21,Junior,School of Arts and Sciences,0,0,['WS' 'RA' 'MS'],Suite,1,1,1,4000-6000,6000,[564749494]
Laura Cole,F,402001441,2001-05-10,Freshman,School of Engineering,0,1,['BS' 'CS' 'NCA'],Suite,1,1,1,6000-8000,7000,[863366648]
Alejandro Wilson,M,947033907,2002-02-11,Freshman,School of Engineering,0,0,['SA' 'NCA' 'MS'],Suite,1,1,1,6000-8000,8000,[222059666]
Joseph Meadows,M,355756518,2002-09-17,Junior,School of Arts and Sciences,0,0,['NCA' 'WS' 'TS'],Apartment,1,1,1,4000-6000,6000,[889923283]
Jill Wagner,F,825798586,2000-05-05,Freshman,School of Environmental and Biological Sciences,0,0,['MH' 'MS' 'BS'],Suite,1,1,1,8000-11000,11000,[141251145]
Heidi Romero,F,493979011,2001-06-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,6000,[863704881]
Teresa Rodriguez,F,539821654,2001-11-13,Freshman,School of Arts and Sciences,0,0,['NCA' 'TS' 'AH'],Apartment,1,1,1,4000-6000,6000,"[355436479, 147033295]"
Lindsay Terry,F,314555543,2005-09-16,Sophomore,School of Communication and Information,0,0,['BS' 'NCA' 'JS'],Apartment,1,1,1,4000-6000,6000,"[222891387, 939163899]"
Yvonne Francis,F,280596945,2000-08-04,Freshman,Mason Gross School of the Arts,0,1,['AH' 'RA' 'BS'],Apartment,1,1,1,4000-6000,5000,"[908213602, 932366326]"
Kelly Kelly,F,524552111,2000-07-23,Sophomore,School of Management and Labor Relations,0,1,['NCA' 'BS' 'MS'],Suite,1,1,1,8000-11000,10000,[605106943]
Michael Mcmillan,M,127879701,2002-06-05,Sophomore,School of Social Work,0,0,['BH' 'BS' 'JS'],Suite,1,0,1,4000-6000,6000,"[268349349, 866622672]"
Monique Bell,F,855412750,2002-01-03,Junior,School of Communication and Information,1,0,['BS' 'MH' 'SA'],Suite,1,1,1,6000-8000,8000,"[390114708, 136004462]"
Randall Moore,M,658489523,2000-07-05,Freshman,School of Communication and Information,0,0,['MH' 'MZH' 'MRS'],Apartment,1,1,1,6000-8000,8000,"[729427265, 992797152]"
Brandon Rivera,M,412003943,2000-12-22,Sophomore,School of Communication and Information,0,0,['NCA' 'MZH' 'JS'],Suite,1,1,1,4000-6000,6000,"[410344919, 335256802]"
Natalie Mills,F,654419768,2001-01-13,Freshman,School of Social Work,0,0,['MS' 'MZH' 'NCA'],Apartment,1,1,1,8000-11000,11000,[173283068]
Diane Madden,F,198966824,2005-01-07,Junior,School of Arts and Sciences,0,0,['CS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,6000,[773235918]
Krystal Peters,F,122253774,2002-06-06,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Suite,1,1,1,8000-11000,11000,"[885418813, 939370720]"
Jennifer Conner,F,921788435,1999-12-22,Freshman,School of Environmental and Biological Sciences,0,0,['CS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[355565209]
Craig Powell,M,481592828,2000-10-18,Freshman,School of Management and Labor Relations,0,1,['MRS' 'BS' 'SA'],Suite,1,1,1,8000-11000,10000,[524394628]
Michael Sampson,M,888173631,2002-11-14,Freshman,School of Social Work,0,1,['MH' 'BS' 'NCA'],Apartment,1,1,1,4000-6000,5000,"[702399957, 844631552]"
Kaitlyn Carson,F,205819037,2003-06-29,Sophomore,School of Arts and Sciences,1,0,['TS' 'BS' 'MH'],Apartment,1,1,1,4000-6000,6000,"[720058753, 369405515]"
Ryan Miles,M,728698752,2001-07-07,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Suite,1,1,1,6000-8000,8000,"[982305081, 634088664]"
Jeremy Johnson MD,M,817063729,2004-01-12,Sophomore,School of Arts and Sciences,0,0,['WS' 'MRS' 'BS'],Apartment,1,0,1,4000-6000,6000,"[119617580, 847236365]"
Shaun Adams,M,694133707,2003-08-10,Senior,School of Arts and Sciences,0,0,['CS' 'BH' 'RA'],Apartment,1,1,1,4000-6000,6000,[297772992]
Samuel Martinez,M,623468890,2000-02-16,Freshman,School of Engineering,0,0,['MH' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[624842220]
Stephanie Fisher,F,500044709,2001-01-19,Freshman,School of Arts and Sciences,0,0,['NCA' 'WS' 'MH'],Suite,1,1,1,4000-6000,6000,"[768528046, 126707730]"
Katelyn David,F,991146476,2003-05-26,Junior,School of Social Work,0,0,['NCA' 'MS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[119202980, 899630796]"
Austin Hunter,M,132765634,2000-10-10,Junior,School of Management and Labor Relations,0,0,['MS' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000,"[783193704, 306716337]"
Julia Pierce,F,532628519,2005-02-09,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'TS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[889147286]
Walter Smith,M,335673009,2004-09-22,Freshman,School of Engineering,0,0,['MS' 'MZH' 'BH'],Suite,1,1,1,4000-6000,6000,"[737914933, 245916360]"
Paula Walker,F,697893227,2002-08-04,Sophomore,School of Communication and Information,0,0,['MS' 'NCA' 'BH'],Suite,1,1,1,8000-11000,11000,"[779959595, 595132513]"
Troy Orr,M,951037259,2002-05-14,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'BS' 'SA'],Suite,1,1,1,4000-6000,6000,"[568305966, 593232503]"
Michael Bates,M,566825632,2002-03-13,Sophomore,School of Environmental and Biological Sciences,0,1,['MH' 'NCA' 'MS'],Apartment,1,0,1,6000-8000,7000,"[549563928, 598890420]"
Michael Middleton,M,329824438,2001-05-07,Junior,School of Arts and Sciences,0,0,['BS' 'BH' 'NCA'],Suite,1,1,0,8000-11000,11000,[623083597]
Glenn Ellis,M,196920145,2003-10-17,Sophomore,School of Arts and Sciences,0,1,['MH' 'SA' 'RA'],Suite,1,1,1,4000-6000,5000,"[407557974, 778963788]"
Ronald Johnson,M,550506600,2000-07-30,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'CS'],Suite,1,1,1,4000-6000,6000,"[346488784, 826955324]"
Dominique Rodriguez,F,691391491,2001-01-22,Freshman,School of Communication and Information,0,0,['CS' 'SA' 'AH'],Apartment,1,1,1,8000-11000,11000,"[745898400, 886663842]"
April Mullins,F,580322562,2003-07-31,Sophomore,Mason Gross School of the Arts,0,0,['MH' 'NCA' 'BH'],Suite,1,1,1,8000-11000,11000,[525888768]
Matthew Marquez,M,901869152,2000-03-07,Sophomore,School of Arts and Sciences,0,0,['MRS' 'MH' 'RA'],Apartment,1,1,1,4000-6000,6000,"[416082836, 585397160]"
Morgan Rowe,F,514531092,2001-06-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0,['BS' 'BH' 'MH'],Apartment,1,1,1,4000-6000,6000,"[345384329, 978660341]"
Justin Garcia,M,628179500,2005-03-31,Junior,Mason Gross School of the Arts,0,1,['TS' 'WS' 'SA'],Traditional Residence Hall,1,1,0,8000-11000,10000,[930344618]
Dr. Rose Smith MD,F,659950951,2004-03-07,Junior,School of Communication and Information,1,0,['MH' 'BS' 'SA'],Suite,1,1,1,4000-6000,6000,"[899553869, 540356262]"
Michael Robertson,M,753619951,2001-10-18,Freshman,School of Arts and Sciences,0,0,['MS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,11000,"[231695149, 282182238]"
Andrea Erickson,F,982377914,2002-06-14,Sophomore,School of Engineering,0,1,['CS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,5000,"[930210230, 901938002]"
Nicole Neal,F,910265435,2004-03-19,Sophomore,School of Arts and Sciences,0,0,['SA' 'NCA' 'AH'],Apartment,1,1,1,4000-6000,6000,"[289934623, 738633005]"
Victoria Mills,F,482684645,2004-10-20,Junior,School of Social Work,0,0,['MS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000,"[510219310, 385288274]"
Maria Wilkerson,F,434924549,2002-05-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'CS' 'MH'],Apartment,1,1,1,4000-6000,6000,"[279202435, 288237242]"
James Hood,M,270663901,2001-03-12,Freshman,School of Management and Labor Relations,0,0,['BS' 'WS' 'BH'],Apartment,1,1,1,8000-11000,11000,"[362159278, 969863535]"
Nathan Knapp,M,129649727,2000-09-30,Freshman,School of Arts and Sciences,0,0,['CS' 'NCA' 'RA'],Apartment,1,1,1,8000-11000,11000,"[504444915, 499023159]"
Molly Walker,F,194522154,2004-09-29,Junior,Mason Gross School of the Arts,0,0,['SA' 'NCA' 'WS'],Apartment,1,1,1,6000-8000,8000,"[854010695, 458206572]"
Michelle Stevens,F,706722183,2002-03-29,Junior,School of Communication and Information,0,1,['RA' 'MS' 'MZH'],Apartment,1,1,1,4000-6000,5000,[654323944]
Sheri King,F,349505316,2005-09-27,Freshman,School of Arts and Sciences,0,0,['SA' 'MZH' 'BS'],Suite,1,1,1,8000-11000,11000,"[237948689, 822638359]"
Mary Manning DDS,F,569700932,2003-09-20,Junior,School of Environmental and Biological Sciences,0,1,['BH' 'BS' 'MH'],Apartment,1,1,1,4000-6000,5000,"[421297656, 189932958]"
Terry Moreno,M,429286195,2001-12-20,Freshman,Mason Gross School of the Arts,0,0,['WS' 'MS' 'NCA'],Suite,1,1,1,4000-6000,6000,"[866658137, 286067532]"
Brandon Thompson,M,795968603,2002-03-04,Freshman,School of Management and Labor Relations,0,0,['SA' 'BS' 'MZH'],Traditional Residence Hall,1,0,1,8000-11000,11000,"[104704188, 306332524]"
Mrs. Monique Myers,F,250115896,2002-08-25,Senior,School of Environmental and Biological Sciences,0,0,['MZH' 'BS' 'SA'],Suite,1,1,1,8000-11000,11000,"[581959837, 471677740]"
Jonathan Wilson,M,213178528,2001-12-22,Senior,School of Arts and Sciences,1,1,['NCA' 'TS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,10000,"[102426551, 945144475]"
Lindsey Graham,F,740494876,2003-04-19,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,10000,"[997190372, 564746935]"
Joanna Dillon,F,387847233,2005-05-20,Sophomore,Mason Gross School of the Arts,0,1,['CS' 'BH' 'MH'],Apartment,1,1,1,4000-6000,5000,"[795724235, 103461993]"
Jasmine Baker,F,810584617,1999-10-10,Freshman,Mason Gross School of the Arts,0,0,['MH' 'NCA' 'MS'],Suite,1,1,1,4000-6000,6000,[290179935]
Jennifer Elliott,F,701253438,2002-06-11,Freshman,School of Arts and Sciences,0,0,['MZH' 'BS' 'MH'],Suite,1,1,1,8000-11000,11000,"[898537575, 384612177]"
James Williams,M,762908135,2003-08-14,Sophomore,School of Communication and Information,0,0,['MRS' 'BH' 'BS'],Apartment,1,0,1,6000-8000,8000,"[140441745, 450800889]"
Karen Brown,F,532245127,2001-01-08,Sophomore,School of Arts and Sciences,0,0,['MH' 'BS' 'MZH'],Suite,1,1,1,4000-6000,6000,[699145515]
Diana Bradford,F,272665393,2004-05-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'AH' 'CS'],Suite,1,1,1,8000-11000,11000,[231571488]
Nicole Farmer,F,691243172,2000-09-03,Freshman,School of Social Work,0,0,['BS' 'WS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[109571299, 751817900]"
Melissa Bauer,F,404301721,2000-04-30,Sophomore,School of Engineering,0,0,['MRS' 'CS' 'RA'],Suite,1,1,1,4000-6000,6000,[474736183]
Jessica Russell,F,996024248,2002-09-17,Freshman,School of Engineering,0,0,['RA' 'BH' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[290579585, 535140543]"
Holly Welch,F,773478067,2001-07-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MH' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[826380554, 855826538]"
Ernest Osborne,M,564749494,2005-05-25,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1,['MS' 'NCA' 'RA'],Suite,1,1,1,4000-6000,5000,"[651291617, 745496877]"
Rachel Mckinney,F,893283500,2001-11-04,Sophomore,School of Arts and Sciences,0,1,['MH' 'CS' 'RA'],Suite,1,1,1,8000-11000,10000,"[501172663, 746946399]"
Abigail Miller,F,133590111,2002-10-29,Sophomore,School of Arts and Sciences,0,0,['JS' 'WS' 'SA'],Suite,1,0,1,4000-6000,6000,"[759935442, 658394659]"
Emily Golden,F,990701893,2004-10-18,Freshman,School of Arts and Sciences,0,0,['MS' 'NCA' 'BS'],Apartment,1,0,1,4000-6000,6000,[627270050]
Ronnie Mitchell,M,850155460,2003-08-28,Freshman,School of Communication and Information,0,0,['RA' 'NCA' 'CS'],Suite,1,1,1,4000-6000,6000,"[496924034, 521814095]"
