,name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
170,Katherine Harper,F,899455776,2002-02-16,Junior,School of Arts and Sciences,0,0,['RA' 'JS' 'TS'],Traditional Residence Hall,1,1,1,6000-8000,8000
171,Tammy Stewart,F,655727613,2002-01-03,Senior,School of Engineering,0,1,['MS' 'JS' 'BS'],Suite,1,1,1,8000-11000,10000
172,Robert Ferrell,M,295181393,2004-11-29,Junior,School of Arts and Sciences,0,0,['NCA' 'MZH' 'BS'],Suite,1,1,1,4000-6000,6000
173,Marcus Collier,M,389285829,2000-09-22,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'TS'],Suite,1,1,1,6000-8000,8000
174,Jeremy Vaughan,M,713631247,2000-06-26,Freshman,School of Environmental and Biological Sciences,0,0,['MS' 'BS' 'MRS'],Suite,1,1,1,4000-6000,6000
175,Sonya Le,F,839222288,2002-11-07,Senior,School of Environmental and Biological Sciences,0,1,['BH' 'BS' 'JS'],Suite,1,1,1,6000-8000,7000
176,Ian Watkins,M,843208261,2001-03-07,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'JS' 'WS'],Suite,1,0,1,6000-8000,8000
177,Mark Roach,M,668167544,2002-12-18,Junior,School of Engineering,0,1,['BS' 'NCA' 'BH'],Suite,1,1,1,4000-6000,5000
178,Kathryn Carter,F,996347040,2001-06-25,Sophomore,School of Arts and Sciences,0,0,['WS' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000
179,Jonathan Johnson,M,579741824,2001-02-17,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['MRS' 'MZH' 'AH'],Apartment,1,1,1,6000-8000,7000
180,Joseph Nelson,M,211725069,2004-05-14,Sophomore,School of Social Work,0,0,['BS' 'RA' 'AH'],Apartment,1,1,1,6000-8000,8000
181,Mary White,F,321253720,2000-07-02,Junior,School of Engineering,0,0,['NCA' 'BS' 'MZH'],Suite,1,1,1,4000-6000,6000
182,Charles Lambert,M,642677284,2000-02-25,Sophomore,School of Engineering,0,1,['MS' 'RA' 'BS'],Suite,1,1,1,6000-8000,7000
183,Kerry Mills,M,653382508,2003-07-18,Freshman,School of Arts and Sciences,0,0,['MZH' 'CS' 'BS'],Apartment,1,1,1,4000-6000,6000
184,Lisa Long,F,583586288,1999-11-03,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MH' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000
185,Henry Kelly,M,888481756,1999-10-20,Junior,School of Engineering,0,0,['SA' 'BS' 'AH'],Suite,1,0,1,8000-11000,11000
186,Kayla Olson,F,652364411,2005-04-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'TS' 'WS'],Suite,1,1,1,8000-11000,10000
187,Breanna Adams,F,495367652,2000-09-12,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'MZH' 'MRS'],Suite,1,1,1,8000-11000,10000
188,Abigail Merritt,F,451579372,2004-02-09,Sophomore,School of Environmental and Biological Sciences,0,0,['MS' 'BS' 'JS'],Traditional Residence Hall,1,1,1,6000-8000,8000
189,Kimberly Moore,F,392826971,1999-09-29,Junior,School of Communication and Information,0,1,['BS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,7000
190,Laurie Knapp,F,850398463,2000-06-10,Freshman,School of Environmental and Biological Sciences,0,1,['BS' 'RA' 'TS'],Suite,1,1,1,6000-8000,7000
191,Daniel Sullivan,M,618792412,2002-04-22,Freshman,School of Engineering,0,1,['NCA' 'WS' 'BH'],Suite,1,1,1,8000-11000,10000
192,Jacqueline Wright,F,834195746,2003-05-10,Junior,School of Arts and Sciences,0,0,['JS' 'MH' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000
193,Rachel Little,F,868863930,2003-09-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000
194,Colleen Figueroa,F,657619500,2001-06-02,Sophomore,School of Arts and Sciences,0,0,['MH' 'JS' 'CS'],Apartment,1,0,1,4000-6000,6000
195,Justin Holloway,M,562176809,2003-04-01,Senior,School of Arts and Sciences,0,0,['MRS' 'NCA' 'RA'],Suite,1,1,1,4000-6000,6000
196,Tonya Lowery,F,525980988,2005-09-11,Junior,School of Arts and Sciences,0,0,['AH' 'BS' 'MZH'],Apartment,1,1,1,8000-11000,11000
197,Jacqueline Black,F,727198316,2003-12-04,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000
198,Chad Martin,M,338605318,2001-09-04,Sophomore,School of Engineering,0,1,['NCA' 'MRS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000
199,Sharon Powell,F,657447067,2001-06-06,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'BS' 'SA'],Suite,1,1,1,8000-11000,11000
200,Melissa Green,F,883181002,2002-10-31,Senior,School of Communication and Information,0,0,['BS' 'AH' 'RA'],Apartment,1,1,1,8000-11000,11000
201,Jessica Salazar,F,436130454,2004-03-29,Freshman,School of Engineering,0,0,['RA' 'MS' 'SA'],Apartment,1,1,1,8000-11000,11000
202,Jeffrey Kelly,M,365804118,2001-08-29,Sophomore,School of Environmental and Biological Sciences,0,1,['CS' 'RA' 'SA'],Apartment,1,0,1,8000-11000,10000
203,Michael Randall,M,297813074,2001-09-06,Freshman,School of Arts and Sciences,0,0,['SA' 'WS' 'RA'],Suite,1,1,1,4000-6000,6000
204,Heather Sloan,F,376473053,1999-10-11,Sophomore,School of Management and Labor Relations,0,1,['BH' 'CS' 'MRS'],Suite,1,1,1,8000-11000,10000
205,Ernest Johnson,M,176355045,2004-11-25,Freshman,School of Communication and Information,0,0,['NCA' 'AH' 'BS'],Apartment,1,1,1,4000-6000,6000
206,Melissa Schultz,F,872348518,2000-08-18,Sophomore,School of Social Work,0,0,['SA' 'MH' 'NCA'],Suite,1,1,1,4000-6000,6000
207,Kelly Conley,F,524926642,2003-09-04,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MH' 'NCA'],Suite,1,1,1,8000-11000,11000
208,Michael Anderson,M,249965023,2000-06-08,Freshman,Mason Gross School of the Arts,1,0,['JS' 'BS' 'WS'],Apartment,1,1,0,6000-8000,8000
209,Krystal Murphy,F,264548490,2003-07-01,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'MS' 'BS'],Apartment,1,1,1,4000-6000,6000
210,Lindsay Porter,F,341844260,2003-07-25,Sophomore,School of Environmental and Biological Sciences,0,0,['MRS' 'MH' 'JS'],Apartment,1,1,1,6000-8000,8000
211,Christopher Villarreal,M,211371501,2002-08-25,Sophomore,School of Arts and Sciences,0,1,['TS' 'MZH' 'NCA'],Apartment,1,1,1,4000-6000,5000
212,Thomas Cervantes,M,651861310,2003-09-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'BS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,10000
213,Lynn Khan,F,752415592,2003-01-02,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'SA' 'BS'],Suite,1,1,1,6000-8000,8000
214,Timothy Martin,M,447054033,2001-10-21,Senior,School of Arts and Sciences,0,0,['BH' 'MZH' 'BS'],Suite,1,1,1,4000-6000,6000
215,William Ruiz,M,322084989,1999-12-01,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,11000
216,Melanie Howe,F,397166057,2002-03-06,Sophomore,School of Arts and Sciences,0,1,['BS' 'CS' 'NCA'],Apartment,1,1,1,6000-8000,7000
217,Kathleen Sims,F,362745585,2003-11-19,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'CS'],Suite,1,1,1,6000-8000,8000
218,Katrina Guzman,F,978988297,2005-04-22,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'AH' 'BS'],Suite,1,1,1,6000-8000,7000
219,Troy Brooks,M,642493015,2003-07-16,Freshman,School of Arts and Sciences,0,1,['CS' 'BS' 'BH'],Suite,1,1,1,4000-6000,5000
220,Julia Clark,F,564225518,2000-06-22,Sophomore,School of Arts and Sciences,0,0,['BS' 'MH' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000
221,Christina Matthews,F,217239781,2005-02-14,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['MRS' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,10000
222,Kevin Scott,M,262154352,2004-04-05,Freshman,School of Management and Labor Relations,0,0,['NCA' 'MS' 'MRS'],Apartment,1,1,1,4000-6000,6000
223,Kevin Graves,M,268185649,2000-10-29,Freshman,School of Communication and Information,0,0,['SA' 'RA' 'MZH'],Apartment,1,1,0,4000-6000,6000
224,Briana Ramirez,F,886237598,2002-09-29,Junior,School of Arts and Sciences,0,1,['MZH' 'SA' 'MRS'],Apartment,1,1,1,6000-8000,7000
225,Monica Shaw,F,291536624,2003-05-28,Freshman,School of Management and Labor Relations,0,1,['NCA' 'MS' 'RA'],Suite,1,1,1,4000-6000,5000
226,Carla Kim,F,289501031,2001-11-04,Junior,School of Management and Labor Relations,0,0,['WS' 'SA' 'JS'],Suite,1,1,0,4000-6000,6000
227,Christopher Rodriguez,M,872634110,2004-12-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'RA' 'WS'],Suite,1,1,1,6000-8000,8000
228,William Kim,M,840260879,2003-05-24,Sophomore,School of Social Work,0,0,['WS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,6000
229,Anna Lee,F,758921478,2004-02-23,Junior,School of Management and Labor Relations,0,0,['MH' 'MS' 'NCA'],Suite,1,1,1,4000-6000,6000
230,John Thompson,M,118274665,2004-07-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000
231,Michael French,M,689163090,2000-06-13,Senior,School of Social Work,0,0,['MH' 'RA' 'SA'],Apartment,1,1,1,4000-6000,6000
232,Tammy Medina,F,885766808,1999-11-30,Junior,School of Engineering,0,0,['TS' 'MS' 'AH'],Suite,1,1,1,8000-11000,11000
233,Rebecca Hall,F,585126747,2005-03-14,Senior,Mason Gross School of the Arts,0,0,['BS' 'CS' 'MZH'],Apartment,1,0,1,6000-8000,8000
234,Mrs. Brandy Morgan DVM,F,449398080,2004-10-20,Senior,School of Engineering,0,1,['NCA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,5000
235,Andrew Carr,M,973049515,2004-02-14,Junior,Mason Gross School of the Arts,0,1,['WS' 'SA' 'MRS'],Suite,1,1,1,6000-8000,7000
236,Jacqueline Young,F,519317114,2001-04-05,Sophomore,School of Arts and Sciences,0,1,['RA' 'BS' 'MS'],Apartment,1,1,1,4000-6000,5000
237,Cody Kemp,M,463873714,2003-07-09,Freshman,School of Engineering,0,0,['BS' 'BH' 'NCA'],Suite,1,1,1,4000-6000,6000
238,Deanna Atkins,F,754146729,2004-01-21,Freshman,School of Engineering,0,0,['SA' 'WS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000
239,David Salazar,M,323144312,2004-04-11,Senior,School of Arts and Sciences,0,0,['NCA' 'MH' 'MS'],Suite,1,1,1,8000-11000,11000
240,Lisa Mcdonald,F,932069782,2005-09-24,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000
241,Marcus Martinez,M,604535721,2001-05-08,Sophomore,School of Engineering,0,1,['SA' 'MS' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,10000
242,Michael Murphy,M,975910302,2004-03-24,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'RA' 'NCA'],Suite,1,1,1,4000-6000,6000
243,Tina Woods,F,834996456,2002-01-18,Junior,School of Arts and Sciences,0,1,['NCA' 'BS' 'BH'],Suite,1,1,1,8000-11000,10000
244,Joyce Hamilton,F,573948902,1999-11-24,Junior,School of Engineering,0,0,['MRS' 'CS' 'NCA'],Suite,1,1,1,4000-6000,6000
245,Carla Robinson,F,460649854,2002-08-27,Freshman,School of Arts and Sciences,0,1,['BS' 'MRS' 'MS'],Suite,1,0,1,4000-6000,5000
246,Crystal Harper,F,547851041,2002-08-12,Freshman,School of Engineering,0,0,['TS' 'SA' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000
247,Mark Nixon,M,417490269,2000-06-11,Freshman,School of Engineering,0,1,['BS' 'NCA' 'MH'],Apartment,1,1,1,4000-6000,5000
248,Mark Wilson,M,691688199,2002-11-12,Freshman,School of Communication and Information,0,1,['BS' 'RA' 'MS'],Apartment,1,1,1,4000-6000,5000
249,Amber Cross,F,746368922,2001-03-29,Senior,School of Engineering,0,0,['BS' 'MS' 'MRS'],Traditional Residence Hall,1,1,0,6000-8000,8000
250,Christian Oneal DDS,M,120171292,2004-12-03,Junior,School of Arts and Sciences,0,0,['NCA' 'SA' 'RA'],Suite,1,1,1,4000-6000,6000
251,Todd Price,M,907081942,2000-10-26,Sophomore,School of Engineering,0,0,['MH' 'SA' 'MZH'],Suite,1,1,1,8000-11000,11000
252,Lisa Marshall,F,674220385,2003-07-21,Junior,Mason Gross School of the Arts,0,0,['MS' 'SA' 'BS'],Apartment,1,1,1,4000-6000,6000
253,Aaron Snyder,M,573071063,2001-04-28,Freshman,School of Arts and Sciences,0,1,['JS' 'BS' 'RA'],Traditional Residence Hall,1,1,0,8000-11000,10000
254,Gary Martinez,M,869562664,2003-03-21,Junior,School of Management and Labor Relations,0,0,['BS' 'SA' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000
255,Joel Powell,M,456921369,2003-07-30,Sophomore,School of Management and Labor Relations,0,0,['RA' 'JS' 'AH'],Traditional Residence Hall,1,1,0,8000-11000,11000
256,Ashley Ellison,F,198961912,2003-07-04,Sophomore,School of Communication and Information,0,1,['MS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,10000
257,Antonio Anderson,M,738738180,2002-02-17,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'MS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000
258,Jacqueline Mayo,F,703159312,2004-06-03,Sophomore,School of Engineering,0,0,['NCA' 'MRS' 'BS'],Apartment,1,1,1,4000-6000,6000
259,Misty Smith,F,392044506,2005-04-27,Freshman,School of Arts and Sciences,0,0,['WS' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,11000
260,Peter Harrison,M,868913199,2003-07-27,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'BH' 'MS'],Suite,1,1,1,4000-6000,6000
261,Austin Scott,M,730861957,2000-12-21,Senior,School of Arts and Sciences,0,0,['CS' 'MS' 'BS'],Suite,1,1,1,6000-8000,8000
262,Michael Thompson,M,121349936,2001-03-22,Sophomore,School of Arts and Sciences,1,1,['BS' 'AH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,10000
263,Jennifer Jones,F,111935458,1999-10-22,Freshman,School of Arts and Sciences,0,0,['SA' 'MS' 'MZH'],Apartment,1,1,1,4000-6000,6000
264,Vanessa Richardson,F,175582964,2003-01-31,Sophomore,School of Arts and Sciences,0,0,['BS' 'BH' 'MZH'],Suite,1,1,1,8000-11000,11000
265,Susan Taylor,F,528076828,2002-07-19,Sophomore,School of Environmental and Biological Sciences,0,1,['NCA' 'SA' 'JS'],Apartment,1,1,1,8000-11000,10000
266,Morgan Shepard,F,599553990,2003-11-21,Freshman,School of Arts and Sciences,0,0,['MZH' 'NCA' 'SA'],Apartment,1,0,1,4000-6000,6000
267,Todd Washington,M,712954270,2003-04-13,Freshman,School of Arts and Sciences,0,1,['MZH' 'NCA' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,10000
268,Philip Baxter,M,908635903,2005-04-14,Sophomore,School of Communication and Information,1,1,['RA' 'NCA' 'CS'],Suite,1,1,1,8000-11000,10000
269,Julie Juarez,F,672831917,1999-12-16,Sophomore,School of Arts and Sciences,0,0,['NCA' 'JS' 'AH'],Apartment,1,0,1,4000-6000,6000
270,Paula Brown,F,205179859,2002-12-09,Freshman,School of Arts and Sciences,0,0,['AH' 'BS' 'CS'],Suite,1,0,1,8000-11000,11000
271,Christopher Cameron,M,415734250,2001-07-27,Senior,School of Communication and Information,0,1,['TS' 'SA' 'JS'],Suite,1,1,1,4000-6000,5000
272,Elizabeth Ellison,F,915322532,2001-11-20,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'RA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000
273,Emily Ross,F,913181505,2001-03-01,Junior,School of Engineering,0,0,['NCA' 'WS' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,6000
274,John Brown,M,273451882,2002-12-16,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MZH' 'NCA'],Suite,1,1,1,4000-6000,6000
275,Antonio Norton,M,829594639,2004-03-15,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MZH' 'NCA'],Apartment,1,1,1,4000-6000,6000
276,Samantha Mckinney,F,914021948,2003-07-18,Senior,School of Arts and Sciences,0,0,['MH' 'BS' 'MS'],Suite,1,0,1,6000-8000,8000
277,Nicole Reyes,F,635463885,2004-11-18,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Apartment,1,1,1,8000-11000,11000
278,Mary Escobar,F,563735651,2004-02-19,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'BH' 'AH'],Apartment,1,1,1,4000-6000,6000
279,Faith King,F,146763588,2004-04-30,Freshman,School of Arts and Sciences,0,0,['NCA' 'JS' 'SA'],Suite,1,1,1,6000-8000,8000
280,Brandi Lamb,F,991937236,2004-05-22,Senior,School of Communication and Information,0,0,['BH' 'TS' 'MRS'],Suite,1,1,1,4000-6000,6000
281,Joseph Wood,M,910078714,2002-01-26,Sophomore,School of Environmental and Biological Sciences,0,0,['TS' 'RA' 'MH'],Suite,1,1,1,8000-11000,11000
282,Mario Mendez,M,101754519,2001-02-02,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000
283,Peter Ellis,M,340601466,2004-08-17,Freshman,School of Environmental and Biological Sciences,0,0,['BS' 'SA' 'BH'],Suite,1,1,1,8000-11000,11000
284,Joshua Fox,M,121041594,2005-08-29,Freshman,School of Arts and Sciences,0,0,['RA' 'MZH' 'BS'],Suite,1,1,1,4000-6000,6000
285,Deborah Weber,F,891843568,2005-06-05,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000
286,John Flores,M,791356674,2004-10-26,Freshman,School of Engineering,0,0,['NCA' 'BH' 'SA'],Apartment,1,1,1,4000-6000,6000
287,Krystal Ramirez,F,237394907,2000-10-12,Sophomore,School of Communication and Information,0,0,['MRS' 'SA' 'AH'],Apartment,1,1,1,8000-11000,11000
288,Kevin Rivera,M,606806448,2004-08-17,Sophomore,School of Arts and Sciences,0,0,['MRS' 'SA' 'NCA'],Suite,1,1,0,4000-6000,6000
289,Miguel Edwards,M,718744458,2001-11-07,Freshman,School of Arts and Sciences,0,0,['NCA' 'BH' 'TS'],Suite,1,1,1,4000-6000,6000
290,Adam Henderson,M,213522860,2005-02-02,Sophomore,School of Engineering,0,1,['SA' 'BS' 'TS'],Apartment,1,1,0,6000-8000,7000
291,Todd Duncan,M,136513168,2004-09-01,Senior,School of Arts and Sciences,0,1,['MS' 'BS' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,10000
292,Jeffrey Grant,M,339390711,2000-06-04,Senior,School of Engineering,0,0,['MRS' 'SA' 'AH'],Apartment,1,1,1,8000-11000,11000
293,Dawn Bishop,F,558359464,2000-08-14,Freshman,School of Engineering,0,1,['BS' 'MS' 'RA'],Suite,1,1,1,8000-11000,10000
294,David Copeland,M,771696382,2005-08-07,Freshman,School of Communication and Information,0,0,['SA' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,11000
295,Ann Baker,F,644908546,2005-07-17,Sophomore,School of Arts and Sciences,1,0,['TS' 'MH' 'SA'],Apartment,1,1,1,4000-6000,6000
296,Patricia Johnson,F,328548644,2003-11-02,Freshman,School of Communication and Information,0,0,['BS' 'MS' 'MZH'],Apartment,1,1,1,8000-11000,11000
297,James Short,M,453697844,1999-10-10,Senior,Rutgers Business School–Newark and New Brunswick,1,0,['MRS' 'JS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000
298,Richard Pierce,M,662444688,2000-10-20,Freshman,School of Arts and Sciences,0,1,['MZH' 'WS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,5000
299,Sherry Gardner MD,F,679973731,2004-05-18,Sophomore,School of Engineering,0,0,['NCA' 'BS' 'SA'],Suite,1,1,1,4000-6000,6000
300,Kimberly Reilly,F,623024750,2002-08-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,1,['BH' 'AH' 'BS'],Suite,1,1,1,4000-6000,5000
301,Diana Mcclain,F,390545184,2000-02-09,Sophomore,School of Management and Labor Relations,0,0,['BS' 'BH' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000
302,Melissa Banks,F,709624891,2002-10-06,Freshman,School of Arts and Sciences,0,0,['MH' 'NCA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,11000
303,Timothy Medina,M,878892822,2000-01-07,Senior,School of Arts and Sciences,0,0,['SA' 'RA' 'AH'],Traditional Residence Hall,1,1,1,6000-8000,8000
304,Kristin Turner,F,192970433,2000-03-07,Sophomore,School of Arts and Sciences,0,0,['AH' 'BS' 'TS'],Apartment,1,1,1,6000-8000,8000
305,Kenneth Davis,M,599182632,2003-01-26,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,4000-6000,6000
306,Dennis Nash,M,557098914,2003-01-12,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'MRS' 'SA'],Apartment,1,1,0,4000-6000,6000
307,Lisa Choi,F,889877238,2001-06-12,Sophomore,School of Arts and Sciences,0,1,['MH' 'SA' 'TS'],Suite,1,1,1,6000-8000,7000
308,Katherine Morrow,F,113891051,2001-01-15,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'SA' 'MRS'],Suite,1,0,1,8000-11000,10000
309,Jennifer Mitchell,F,761480677,2005-07-12,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['BS' 'MH' 'BH'],Suite,1,1,1,4000-6000,6000
310,Roger Decker,M,300641334,2001-01-01,Senior,School of Arts and Sciences,0,0,['AH' 'JS' 'WS'],Suite,1,1,1,4000-6000,6000
311,Robert Cervantes,M,959105251,2000-03-04,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Suite,1,1,1,4000-6000,6000
312,Michelle Evans,F,517308529,2005-03-16,Freshman,School of Arts and Sciences,0,1,['JS' 'MRS' 'SA'],Apartment,1,1,1,4000-6000,5000
313,Steven Hodge,M,620315585,2004-08-26,Junior,Mason Gross School of the Arts,0,0,['MRS' 'SA' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,8000
314,Tanya Hernandez,F,799223996,2004-03-26,Junior,School of Arts and Sciences,0,0,['AH' 'WS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000
315,Michael Everett,M,448797422,2004-06-13,Senior,Mason Gross School of the Arts,0,0,['BS' 'MS' 'CS'],Suite,1,1,1,6000-8000,8000
316,Mr. Bernard Morris,M,980714277,2003-01-12,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000
317,John Smith,M,846022859,2000-04-29,Freshman,Mason Gross School of the Arts,0,1,['BS' 'WS' 'NCA'],Apartment,1,1,1,4000-6000,5000
318,Bryan Browning,M,397942412,2001-07-31,Freshman,School of Arts and Sciences,0,0,['RA' 'AH' 'CS'],Suite,1,1,1,6000-8000,8000
319,Philip Best,M,876523981,2002-02-24,Junior,School of Communication and Information,0,0,['SA' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,11000
320,Kelsey Moyer,F,386511987,2003-04-25,Junior,School of Arts and Sciences,0,0,['BS' 'JS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,11000
321,Alan Lawrence,M,741552766,2001-05-29,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MZH' 'BS'],Apartment,1,1,0,6000-8000,8000
322,Nicholas Aguilar,M,958717310,2000-05-07,Freshman,School of Social Work,0,0,['BS' 'RA' 'TS'],Traditional Residence Hall,1,1,1,6000-8000,8000
323,Mario Adams,M,775849306,2001-01-22,Sophomore,School of Arts and Sciences,0,0,['MRS' 'BH' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,11000
