name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
Julie Pham,F,925188523,2004-01-29,Freshman,School of Arts and Sciences,0,0,['MH' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000
Kurt Jennings,M,788981710,2004-06-13,Freshman,School of Arts and Sciences,0,0,['RA' 'AH' 'BS'],Suite,1,1,1,8000-11000,12000
Joshua Gonzales,M,588917951,2002-12-21,Freshman,School of Arts and Sciences,0,1,['RA' 'NCA' 'TS'],Suite,1,1,1,8000-11000,12000
Katherine Freeman,F,633280478,2003-10-18,Sophomore,School of Environmental and Biological Sciences,0,0,['MH' 'TS' 'NCA'],Suite,1,1,1,8000-11000,12000
Edwin Morse,M,454419636,2005-08-26,Junior,Mason Gross School of the Arts,0,1,['NCA' 'AH' 'TS'],Apartment,1,1,1,8000-11000,12000
Jennifer Ashley,F,284458084,2004-04-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Ashley Moreno,F,673084536,2000-08-27,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000
Michelle Mora,F,384946879,2000-10-24,Senior,School of Management and Labor Relations,0,0,['BS' 'MH' 'RA'],Suite,1,1,1,6000-8000,9000
Robert Shelton,M,267843517,2003-08-03,Junior,Mason Gross School of the Arts,0,1,['TS' 'AH' 'NCA'],Apartment,1,0,0,8000-11000,12000
Travis Alvarez,M,778694073,2005-06-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000
Ryan Valenzuela,M,524775539,2003-02-14,Senior,School of Communication and Information,0,1,['RA' 'BS' 'WS'],Suite,1,1,1,8000-11000,12000
Allison Valencia,F,181067699,2004-11-28,Senior,Mason Gross School of the Arts,0,1,['MS' 'RA' 'BS'],Traditional Residence Hall,1,1,0,8000-11000,12000
Jennifer Mcintyre,F,982211901,2000-07-20,Sophomore,School of Management and Labor Relations,1,0,['RA' 'WS' 'JS'],Apartment,1,1,1,8000-11000,12000
Olivia Allen,F,131402808,2005-03-27,Freshman,Mason Gross School of the Arts,0,0,['SA' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Jeanne Lucas,F,990100111,2002-10-02,Sophomore,School of Arts and Sciences,0,1,['NCA' 'MZH' 'MS'],Suite,1,1,1,4000-6000,7000
Mark Williams,M,887022108,2003-09-28,Freshman,School of Engineering,0,0,['BH' 'BS' 'NCA'],Suite,1,1,1,6000-8000,9000
Barbara Johnson,F,744098382,2000-10-31,Freshman,School of Arts and Sciences,0,0,['AH' 'RA' 'MRS'],Suite,1,1,1,8000-11000,12000
Luis Barnes,M,396290426,1999-11-03,Freshman,School of Communication and Information,0,0,['BS' 'BH' 'MH'],Suite,1,1,1,6000-8000,9000
Daniel Johnson,M,544265180,2000-12-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,12000
David Dorsey,M,412115087,2004-05-16,Junior,School of Arts and Sciences,0,0,['JS' 'AH' 'TS'],Apartment,1,1,1,8000-11000,12000
Christopher Hahn,M,141964928,2002-11-30,Freshman,School of Communication and Information,0,1,['SA' 'RA' 'JS'],Traditional Residence Hall,1,0,1,8000-11000,12000
Elizabeth Stewart,F,383851452,2004-02-26,Sophomore,School of Arts and Sciences,0,0,['SA' 'JS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Robert Armstrong,M,602034606,2000-11-25,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'CS'],Suite,1,1,1,4000-6000,7000
Andrew Simpson,M,690124743,2005-07-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['JS' 'SA' 'BS'],Suite,1,1,1,4000-6000,7000
Laurie Garcia,F,422568261,2005-05-23,Freshman,School of Communication and Information,0,0,['WS' 'JS' 'CS'],Apartment,1,1,1,8000-11000,12000
Amanda Mitchell,F,113105586,2004-05-28,Junior,School of Arts and Sciences,0,1,['MS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
James Daniels,M,394615198,2004-01-31,Junior,School of Arts and Sciences,0,1,['MRS' 'SA' 'BH'],Suite,1,1,1,8000-11000,12000
Jasmine Green,F,235553690,2001-06-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000
Veronica Patel,F,566267200,2002-07-13,Senior,School of Arts and Sciences,0,0,['WS' 'CS' 'AH'],Traditional Residence Hall,1,1,1,6000-8000,9000
Lori Simon,F,354458979,2003-03-23,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'MS'],Suite,1,1,1,8000-11000,12000
Rick Wilson,M,780510111,2002-11-01,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'NCA' 'MS'],Apartment,1,1,1,6000-8000,9000
Mrs. Donna Mccormick,F,199127500,2001-01-30,Freshman,Mason Gross School of the Arts,0,1,['BS' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000
Laurie Hernandez,F,492132079,2005-07-26,Freshman,School of Communication and Information,0,1,['BS' 'MRS' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000
Mason Day,M,266938434,2002-07-14,Junior,Mason Gross School of the Arts,0,0,['MH' 'SA' 'RA'],Apartment,1,1,1,6000-8000,9000
Angela Burch MD,F,821593101,2004-12-11,Freshman,School of Arts and Sciences,0,0,['MS' 'AH' 'SA'],Suite,1,1,1,8000-11000,12000
Bruce Mendoza,M,797374124,2004-01-31,Freshman,School of Engineering,0,0,['BH' 'SA' 'JS'],Suite,1,1,1,8000-11000,12000
Tiffany Mack,F,157645797,2000-10-24,Junior,School of Arts and Sciences,0,1,['WS' 'AH' 'BS'],Suite,1,1,1,4000-6000,7000
Steve Short,M,479471840,2004-03-08,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MRS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Michael Jacobs,M,224150192,2001-02-25,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'MH' 'BS'],Apartment,1,1,1,6000-8000,9000
David Casey,M,212322652,2002-02-10,Sophomore,School of Arts and Sciences,0,1,['BS' 'MRS' 'NCA'],Apartment,1,1,1,6000-8000,9000
Karen Thomas,F,663733156,2000-11-13,Senior,School of Communication and Information,0,0,['SA' 'MH' 'JS'],Suite,1,1,1,8000-11000,12000
Tara Gibson,F,399136556,2002-02-19,Freshman,Mason Gross School of the Arts,0,1,['RA' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,7000
Adam Parker,M,464603679,2002-01-02,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'SA'],Apartment,1,1,1,6000-8000,9000
Jeffrey Flores,M,644405134,2002-09-14,Senior,School of Arts and Sciences,0,1,['NCA' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000
Joshua Snow,M,701655681,2001-03-27,Freshman,School of Management and Labor Relations,0,0,['BS' 'WS' 'SA'],Suite,1,1,1,8000-11000,12000
Cole Pierce,M,805085984,1999-11-26,Sophomore,School of Arts and Sciences,0,1,['AH' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000
Paula Cantrell,F,527420905,2005-09-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Jason Wang,M,387304693,2003-07-09,Sophomore,School of Engineering,0,0,['BH' 'JS' 'BS'],Suite,1,1,1,4000-6000,7000
Jackson Monroe,M,106172154,2003-07-01,Junior,Mason Gross School of the Arts,0,0,['SA' 'MS' 'JS'],Suite,1,1,1,4000-6000,7000
Jorge Grant,M,717105065,2002-01-17,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MH'],Apartment,1,1,1,4000-6000,7000
Laura House,F,867971029,2005-04-14,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'TS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Madison Glass,F,225283629,2004-08-29,Freshman,School of Communication and Information,0,0,['JS' 'BS' 'MS'],Suite,1,1,1,8000-11000,12000
James Hamilton,M,750011011,2001-10-25,Freshman,School of Arts and Sciences,0,0,['AH' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,9000
Thomas Sullivan,M,579038955,2002-08-03,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
Michael Burns,M,236643966,2003-02-08,Sophomore,School of Arts and Sciences,0,0,['AH' 'CS' 'BS'],Suite,1,1,1,4000-6000,7000
Sean Brown,M,482683839,2000-05-11,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BH' 'CS' 'SA'],Suite,1,1,1,8000-11000,12000
Sandy Harris,F,406864414,2002-09-09,Senior,School of Arts and Sciences,0,0,['SA' 'MS' 'NCA'],Apartment,1,1,1,6000-8000,9000
Samantha Mcdonald,F,540000919,2003-09-27,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000
James Davis,M,797865371,2002-06-20,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'MH'],Apartment,1,1,1,4000-6000,7000
Brianna Smith,F,384510167,2000-02-11,Senior,School of Arts and Sciences,0,0,['BS' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Margaret Tucker,F,252342763,2005-03-03,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MS' 'BS'],Apartment,1,1,1,4000-6000,7000
Erica Miller,F,600891458,2003-12-24,Freshman,School of Environmental and Biological Sciences,0,1,['BS' 'SA' 'MZH'],Suite,1,1,1,8000-11000,12000
Michael Doyle,M,683892299,2002-12-20,Sophomore,School of Arts and Sciences,0,0,['BS' 'MS' 'BH'],Apartment,1,1,1,8000-11000,12000
Beth Simpson,F,170671663,2000-09-17,Freshman,Mason Gross School of the Arts,0,0,['SA' 'WS' 'MH'],Suite,1,0,1,4000-6000,7000
Ryan Mitchell,M,325103181,2002-03-18,Sophomore,School of Engineering,0,0,['MS' 'SA' 'BS'],Suite,1,1,1,4000-6000,7000
Drew Quinn,M,353352974,2004-05-14,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'MS'],Apartment,1,1,1,6000-8000,9000
Jessica Guzman,F,506721930,2001-01-11,Sophomore,School of Communication and Information,0,0,['NCA' 'RA' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Jeffery Olson II,M,235616849,2000-01-19,Junior,School of Communication and Information,0,0,['NCA' 'TS' 'BS'],Suite,1,1,1,6000-8000,9000
Kelly Allen,F,228491497,2005-03-11,Sophomore,School of Management and Labor Relations,0,1,['RA' 'SA' 'TS'],Suite,1,1,1,8000-11000,12000
Adrian Nguyen,M,525392600,2005-07-27,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'RA' 'SA'],Suite,1,1,1,6000-8000,9000
Carolyn Richards,F,726474532,2000-09-04,Freshman,School of Social Work,0,0,['TS' 'MS' 'MZH'],Suite,1,1,1,4000-6000,7000
Gina Smith,F,257761110,2003-11-25,Freshman,School of Arts and Sciences,0,0,['CS' 'BH' 'NCA'],Apartment,1,1,1,4000-6000,7000
Christopher Baldwin,M,948655425,2004-10-16,Sophomore,School of Arts and Sciences,0,0,['BH' 'MH' 'RA'],Suite,1,1,1,8000-11000,12000
Kim Hall,F,871234867,1999-11-09,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Jerry Wade,M,213520657,2003-02-08,Freshman,School of Arts and Sciences,0,0,['MH' 'JS' 'BS'],Apartment,1,1,1,8000-11000,12000
Jonathan Christensen,M,941278799,1999-11-29,Junior,School of Arts and Sciences,0,1,['BS' 'CS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Anne Cook,F,875603300,2005-08-19,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'MS' 'BS'],Suite,1,1,1,4000-6000,7000
Thomas Gordon,M,570695388,2005-02-09,Senior,School of Engineering,0,0,['BS' 'RA' 'NCA'],Apartment,1,0,1,8000-11000,12000
Samuel Hawkins,M,743224010,2004-04-05,Freshman,School of Communication and Information,0,0,['RA' 'SA' 'BS'],Suite,1,0,1,6000-8000,9000
Mason Knight,M,728695622,2002-11-24,Junior,School of Communication and Information,0,0,['AH' 'MH' 'TS'],Suite,1,1,1,8000-11000,12000
Sierra Maldonado,F,813246931,2002-09-23,Junior,School of Engineering,0,0,['BS' 'MZH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Justin Torres,M,716421014,2000-11-08,Senior,School of Management and Labor Relations,0,0,['MRS' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
Tracy Ward,F,532792264,2002-01-05,Junior,School of Communication and Information,0,0,['BS' 'JS' 'SA'],Suite,1,1,0,8000-11000,12000
Mark Sims,M,886121930,2000-11-07,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'RA' 'JS'],Suite,1,1,1,8000-11000,12000
John Joseph,M,218966406,1999-10-28,Freshman,School of Arts and Sciences,0,1,['MZH' 'MRS' 'SA'],Apartment,1,1,1,6000-8000,9000
Daniel Lopez,M,766181823,2003-06-07,Junior,School of Arts and Sciences,0,0,['MS' 'SA' 'NCA'],Apartment,1,0,1,8000-11000,12000
Aaron Williams,M,486534700,2001-03-21,Junior,School of Arts and Sciences,0,1,['TS' 'NCA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Richard Strickland,M,654909799,2003-09-14,Sophomore,School of Arts and Sciences,0,1,['WS' 'BS' 'MH'],Suite,1,1,1,4000-6000,7000
Allison Jackson,F,396404010,2004-12-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000
Erik Shaffer,M,336145831,2000-11-13,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'NCA'],Suite,1,1,1,6000-8000,9000
Laurie Richardson,F,963894960,2002-01-21,Sophomore,School of Communication and Information,0,1,['TS' 'MS' 'CS'],Suite,1,1,1,8000-11000,12000
Betty Hicks,F,344499048,2000-05-17,Sophomore,School of Environmental and Biological Sciences,0,0,['AH' 'NCA' 'TS'],Apartment,1,1,1,4000-6000,7000
Kristina Bell,F,819304905,2003-11-15,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'MZH'],Suite,1,1,1,4000-6000,7000
Peter Kelly,M,767181801,2002-11-13,Junior,School of Arts and Sciences,0,0,['BS' 'MZH' 'NCA'],Apartment,1,1,1,6000-8000,9000
David Welch,M,343461147,2003-05-14,Junior,School of Arts and Sciences,0,0,['RA' 'CS' 'NCA'],Apartment,1,1,1,8000-11000,12000
James Barton,M,490065426,2004-09-05,Freshman,School of Communication and Information,0,0,['BS' 'BH' 'SA'],Suite,1,1,1,6000-8000,9000
Madeline Collins,F,511992348,2004-11-04,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BH' 'MRS'],Suite,1,1,1,4000-6000,7000
Samuel Kaiser,M,772041761,2002-06-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'AH' 'WS'],Apartment,1,1,1,4000-6000,7000
James Hill,M,678617563,2004-09-14,Freshman,School of Arts and Sciences,0,0,['BS' 'TS' 'NCA'],Suite,1,1,0,6000-8000,9000
John Henderson,M,532025803,1999-10-15,Freshman,School of Arts and Sciences,0,1,['NCA' 'TS' 'MS'],Apartment,1,1,1,4000-6000,7000
Melissa Cole,F,983324792,2003-01-11,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'SA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Amy Jones,F,350137183,2001-09-05,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'MRS'],Suite,1,1,1,8000-11000,12000
Mrs. Shannon Alexander PhD,F,892634642,2000-01-06,Freshman,School of Arts and Sciences,0,0,['MZH' 'MH' 'RA'],Suite,1,1,1,8000-11000,12000
Daniel Peterson,M,702504260,2005-03-16,Freshman,Mason Gross School of the Arts,0,1,['BS' 'JS' 'SA'],Apartment,1,1,1,8000-11000,12000
Brenda Montoya,F,801087003,2001-11-01,Sophomore,School of Arts and Sciences,0,0,['MH' 'BS' 'BH'],Apartment,1,1,1,6000-8000,9000
Mary Cox,F,708673954,2002-05-01,Freshman,School of Arts and Sciences,0,0,['TS' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000
Amber Hunter,F,403429268,2005-03-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BH' 'CS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Nicholas Ward,M,521566521,2005-01-15,Sophomore,School of Arts and Sciences,0,0,['MZH' 'MS' 'RA'],Suite,1,1,1,8000-11000,12000
Stephen Rivera,M,434863481,2003-06-16,Sophomore,School of Arts and Sciences,0,0,['CS' 'MRS' 'JS'],Suite,1,1,1,4000-6000,7000
Carl Ewing,M,285253544,2003-05-31,Freshman,School of Social Work,0,1,['RA' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,12000
Julie Lawrence,F,956668962,2001-03-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'MH' 'RA'],Suite,1,1,1,4000-6000,7000
Henry Miller,M,782533865,2002-02-12,Senior,School of Arts and Sciences,0,0,['MZH' 'BS' 'MRS'],Traditional Residence Hall,1,0,1,8000-11000,12000
Thomas Wagner,M,571978108,1999-11-04,Freshman,School of Arts and Sciences,0,0,['RA' 'WS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Jessica Warren,F,115863810,2005-09-04,Junior,School of Communication and Information,0,1,['SA' 'NCA' 'MH'],Suite,1,1,1,4000-6000,7000
Rebecca Evans,F,885513847,2002-08-02,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,9000
Jeremy York,M,612624689,2000-07-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'MS' 'MRS'],Apartment,1,0,1,6000-8000,9000
Richard Harrison,M,161068574,2003-07-30,Sophomore,School of Arts and Sciences,0,0,['MS' 'BS' 'MH'],Suite,1,1,1,8000-11000,12000
Alex Parker,M,960954934,2004-08-15,Freshman,School of Engineering,0,0,['NCA' 'RA' 'MRS'],Apartment,1,1,1,8000-11000,12000
Charles Scott,M,512688886,2004-06-28,Senior,School of Arts and Sciences,0,0,['CS' 'BH' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000
Hannah Welch,F,421689395,1999-12-20,Freshman,Mason Gross School of the Arts,0,1,['RA' 'NCA' 'TS'],Suite,1,1,1,6000-8000,9000
Morgan Smith,F,839063024,2000-12-19,Freshman,School of Arts and Sciences,0,0,['BS' 'MH' 'NCA'],Suite,1,1,1,4000-6000,7000
Joseph King,M,292234420,2003-04-24,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000
Jorge Richardson,M,852163813,2004-05-01,Freshman,School of Arts and Sciences,0,1,['TS' 'MS' 'RA'],Suite,1,1,1,6000-8000,9000
Crystal Norman,F,736918031,2001-02-25,Sophomore,School of Arts and Sciences,0,0,['MH' 'NCA' 'RA'],Suite,1,0,1,8000-11000,12000
Kelsey Smith,F,953331564,2001-06-14,Freshman,School of Environmental and Biological Sciences,0,0,['CS' 'MS' 'MZH'],Suite,1,1,1,6000-8000,9000
John Lopez,M,690231685,2004-01-20,Senior,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'SA'],Suite,1,1,1,8000-11000,12000
Sheila Hurley,F,589745250,2003-06-24,Freshman,School of Communication and Information,0,0,['BS' 'BH' 'JS'],Apartment,1,1,1,8000-11000,12000
Cynthia Ramsey,F,927926843,2005-04-02,Freshman,School of Arts and Sciences,0,0,['BS' 'CS' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Tiffany Frey,F,805307295,2003-09-01,Freshman,School of Engineering,0,0,['MS' 'NCA' 'AH'],Apartment,1,1,1,8000-11000,12000
Brandon Martin,M,112256088,2000-04-27,Freshman,School of Engineering,0,0,['CS' 'WS' 'NCA'],Suite,1,0,1,6000-8000,9000
Cassandra Perkins,F,810792981,2004-11-08,Sophomore,School of Arts and Sciences,0,0,['WS' 'MH' 'NCA'],Apartment,1,1,1,6000-8000,9000
Dr. William Garza,M,617294674,2000-01-07,Freshman,School of Arts and Sciences,0,1,['NCA' 'CS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Deborah Howard,F,636940885,2000-07-15,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000
Miss Kelly Anderson,F,772159205,2004-05-03,Freshman,School of Management and Labor Relations,0,1,['RA' 'NCA' 'MH'],Suite,1,1,1,4000-6000,7000
Justin Phillips,M,146789310,2003-04-15,Freshman,School of Arts and Sciences,0,0,['SA' 'RA' 'AH'],Apartment,1,1,1,8000-11000,12000
Michael Armstrong,M,797407590,2000-09-06,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'AH' 'MZH'],Apartment,1,1,1,8000-11000,12000
Craig Davis,M,186987850,2004-12-26,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Sarah Holmes,F,324630388,2003-04-30,Sophomore,School of Engineering,0,1,['BS' 'AH' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Mrs. Cynthia Maynard DDS,F,745153269,2003-01-17,Junior,School of Arts and Sciences,0,1,['BS' 'MRS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Heather Mercado,F,877857792,2000-10-13,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'RA' 'NCA'],Suite,1,1,1,8000-11000,12000
Shawn Nolan,M,900043843,2001-06-25,Sophomore,School of Arts and Sciences,0,0,['BS' 'BH' 'RA'],Suite,1,1,1,6000-8000,9000
Vanessa Anderson,F,196979851,2003-03-22,Freshman,School of Arts and Sciences,0,0,['SA' 'TS' 'BS'],Suite,1,1,1,4000-6000,7000
Jessica Baker,F,553549879,1999-10-05,Junior,School of Engineering,0,0,['BS' 'RA' 'MRS'],Apartment,1,1,1,8000-11000,12000
Amanda Preston,F,846875439,2005-02-03,Junior,School of Arts and Sciences,1,0,['BS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000
Frank Vaughn,M,205983608,2005-03-16,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'CS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Marie Williams,F,376370865,2003-04-23,Sophomore,School of Arts and Sciences,0,0,['SA' 'CS' 'MS'],Suite,1,1,1,8000-11000,12000
Kelly Grant,F,833065724,2003-07-29,Sophomore,School of Arts and Sciences,0,0,['SA' 'MS' 'BS'],Apartment,1,1,1,8000-11000,12000
Heather Smith,F,137267055,2000-12-31,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'MS' 'SA'],Apartment,1,1,0,8000-11000,12000
Jimmy Gould,M,923797153,2001-01-08,Freshman,Mason Gross School of the Arts,0,1,['BS' 'BH' 'MS'],Suite,1,1,1,4000-6000,7000
Monica Davis,F,714709006,2002-11-17,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'MZH'],Suite,1,1,1,6000-8000,9000
Mr. Gregory Durham,M,461424744,2001-08-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'BS' 'MH'],Suite,1,1,1,4000-6000,7000
Marc Salazar,M,351342283,2001-04-10,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000
Anthony Moore,M,592113237,2002-08-10,Junior,School of Management and Labor Relations,0,0,['NCA' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Brenda Taylor,F,354769745,2000-07-14,Senior,School of Management and Labor Relations,0,0,['MZH' 'RA' 'AH'],Apartment,1,1,1,8000-11000,12000
Melissa Pearson,F,239466557,2000-03-06,Junior,School of Arts and Sciences,0,1,['MRS' 'BS' 'TS'],Suite,1,1,1,6000-8000,9000
Lisa Sharp,F,486767215,2003-11-13,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Cameron Johnson,M,585357157,2003-11-17,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Apartment,1,1,1,4000-6000,7000
