name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
John Weber,M,961125703,2002-01-06,Junior,School of Communication and Information,0,1,['RA' 'SA' 'JS'],Suite,1,1,1,8000-11000,12000,"[242385264, 665816837]"
Anthony Thompson,M,187864478,2003-07-03,Sophomore,School of Management and Labor Relations,0,1,['NCA' 'MZH' 'RA'],Suite,1,1,1,6000-8000,9000,"[675447551, 275855267]"
Robin Figueroa,F,781868527,2001-02-12,Junior,School of Communication and Information,0,0,['MZH' 'WS' 'RA'],Suite,1,1,1,4000-6000,7000,"[728232715, 586166012]"
Christopher Price,M,626761271,2005-05-07,Sophomore,School of Arts and Sciences,0,0,['JS' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[216609245, 365334443]"
Nancy Henderson,F,872639866,2005-02-23,Junior,School of Arts and Sciences,0,0,['BS' 'MZH' 'MH'],Suite,1,1,1,4000-6000,7000,[209077152]
Lydia Bowman,F,669878820,2003-03-08,Junior,School of Environmental and Biological Sciences,0,0,['SA' 'CS' 'RA'],Apartment,1,1,1,8000-11000,12000,"[952922985, 698068191]"
Ronald Lee,M,100400484,2005-05-18,Junior,Mason Gross School of the Arts,0,1,['JS' 'SA' 'WS'],Apartment,1,1,1,4000-6000,7000,"[846430918, 697361063]"
Larry Garcia,M,728390370,2002-02-26,Freshman,Mason Gross School of the Arts,0,0,['JS' 'BS' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000,[472613629]
Joshua Gray,M,761590816,2004-05-29,Freshman,School of Social Work,0,0,['NCA' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,12000,"[788912463, 641820412]"
Deborah Walker,F,414369746,2000-09-12,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'BS' 'BH'],Suite,1,1,1,8000-11000,12000,"[346591063, 481706670]"
Keith Wong,M,371281525,2003-09-01,Junior,Mason Gross School of the Arts,0,1,['RA' 'WS' 'BS'],Apartment,1,1,1,4000-6000,7000,[103279700]
Rita Rodriguez,F,193314313,2000-07-04,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MRS' 'BH'],Suite,1,1,1,8000-11000,12000,[927926843]
Shannon Warren,F,827793923,2005-08-21,Sophomore,School of Arts and Sciences,0,0,['BS' 'JS' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[840121411, 285253544]"
Rodney Taylor DVM,M,557251003,2005-03-03,Junior,School of Social Work,0,0,['SA' 'MH' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[637161259, 309322207]"
Mary White,F,321454666,2001-10-18,Freshman,School of Arts and Sciences,0,1,['SA' 'RA' 'CS'],Traditional Residence Hall,1,1,0,8000-11000,12000,"[331879763, 943562488]"
Jennifer Barker,F,759527312,2001-08-02,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[689951577, 695917645]"
Vincent Harris,M,734314101,2001-02-05,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'RA'],Apartment,1,1,1,8000-11000,12000,"[937514431, 543801288]"
Ronald Miller,M,946572139,2002-02-21,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'BH' 'RA'],Apartment,1,1,1,6000-8000,9000,[425357048]
Matthew Thompson,M,169792352,2005-06-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,7000,"[486682120, 108430206]"
Ashley Mosley,F,301433765,2000-06-20,Freshman,School of Arts and Sciences,0,0,['SA' 'JS' 'BS'],Apartment,1,1,1,4000-6000,7000,"[307172972, 324496296]"
Sean Kaiser,M,516616662,1999-12-12,Sophomore,School of Communication and Information,0,0,['TS' 'SA' 'MS'],Suite,1,1,1,8000-11000,12000,"[617603160, 341676823]"
Julie Pham,F,925188523,2004-01-29,Freshman,School of Arts and Sciences,0,0,['MH' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000,[814758000]
Kurt Jennings,M,788981710,2004-06-13,Freshman,School of Arts and Sciences,0,0,['RA' 'AH' 'BS'],Suite,1,1,1,8000-11000,12000,"[886080047, 893229726]"
Joshua Gonzales,M,588917951,2002-12-21,Freshman,School of Arts and Sciences,0,1,['RA' 'NCA' 'TS'],Suite,1,1,1,8000-11000,12000,"[809317289, 772033949]"
Katherine Freeman,F,633280478,2003-10-18,Sophomore,School of Environmental and Biological Sciences,0,0,['MH' 'TS' 'NCA'],Suite,1,1,1,8000-11000,12000,[428510069]
Edwin Morse,M,454419636,2005-08-26,Junior,Mason Gross School of the Arts,0,1,['NCA' 'AH' 'TS'],Apartment,1,1,1,8000-11000,12000,"[592434300, 926845915]"
Jennifer Ashley,F,284458084,2004-04-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[819304905, 182281382]"
Ashley Moreno,F,673084536,2000-08-27,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000,[908388649]
Michelle Mora,F,384946879,2000-10-24,Senior,School of Management and Labor Relations,0,0,['BS' 'MH' 'RA'],Suite,1,1,1,6000-8000,9000,"[372647181, 501538424]"
Robert Shelton,M,267843517,2003-08-03,Junior,Mason Gross School of the Arts,0,1,['TS' 'AH' 'NCA'],Apartment,1,0,0,8000-11000,12000,"[143849135, 252843593]"
Travis Alvarez,M,778694073,2005-06-19,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,12000,[145361776]
Ryan Valenzuela,M,524775539,2003-02-14,Senior,School of Communication and Information,0,1,['RA' 'BS' 'WS'],Suite,1,1,1,8000-11000,12000,[666198096]
Allison Valencia,F,181067699,2004-11-28,Senior,Mason Gross School of the Arts,0,1,['MS' 'RA' 'BS'],Traditional Residence Hall,1,1,0,8000-11000,12000,[863139651]
Jennifer Mcintyre,F,982211901,2000-07-20,Sophomore,School of Management and Labor Relations,1,0,['RA' 'WS' 'JS'],Apartment,1,1,1,8000-11000,12000,[309915669]
Olivia Allen,F,131402808,2005-03-27,Freshman,Mason Gross School of the Arts,0,0,['SA' 'RA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[412115087]
Jeanne Lucas,F,990100111,2002-10-02,Sophomore,School of Arts and Sciences,0,1,['NCA' 'MZH' 'MS'],Suite,1,1,1,4000-6000,7000,"[228263424, 187850882]"
Mark Williams,M,887022108,2003-09-28,Freshman,School of Engineering,0,0,['BH' 'BS' 'NCA'],Suite,1,1,1,6000-8000,9000,[487221189]
Barbara Johnson,F,744098382,2000-10-31,Freshman,School of Arts and Sciences,0,0,['AH' 'RA' 'MRS'],Suite,1,1,1,8000-11000,12000,"[208515335, 740595294]"
Luis Barnes,M,396290426,1999-11-03,Freshman,School of Communication and Information,0,0,['BS' 'BH' 'MH'],Suite,1,1,1,6000-8000,9000,"[536556405, 954026067]"
Daniel Johnson,M,544265180,2000-12-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MZH' 'BS'],Apartment,1,1,1,8000-11000,12000,"[800360967, 112995005]"
David Dorsey,M,412115087,2004-05-16,Junior,School of Arts and Sciences,0,0,['JS' 'AH' 'TS'],Apartment,1,1,1,8000-11000,12000,"[986062043, 131402808]"
Christopher Hahn,M,141964928,2002-11-30,Freshman,School of Communication and Information,0,1,['SA' 'RA' 'JS'],Traditional Residence Hall,1,0,1,8000-11000,12000,"[688295442, 439005539]"
Elizabeth Stewart,F,383851452,2004-02-26,Sophomore,School of Arts and Sciences,0,0,['SA' 'JS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000,[512068498]
Robert Armstrong,M,602034606,2000-11-25,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'CS'],Suite,1,1,1,4000-6000,7000,[745013305]
Andrew Simpson,M,690124743,2005-07-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['JS' 'SA' 'BS'],Suite,1,1,1,4000-6000,7000,[615640608]
Laurie Garcia,F,422568261,2005-05-23,Freshman,School of Communication and Information,0,0,['WS' 'JS' 'CS'],Apartment,1,1,1,8000-11000,12000,"[625038353, 705921759]"
Amanda Mitchell,F,113105586,2004-05-28,Junior,School of Arts and Sciences,0,1,['MS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[576405841, 258180494]"
James Daniels,M,394615198,2004-01-31,Junior,School of Arts and Sciences,0,1,['MRS' 'SA' 'BH'],Suite,1,1,1,8000-11000,12000,[220204701]
Jasmine Green,F,235553690,2001-06-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'BS' 'SA'],Apartment,1,1,1,8000-11000,12000,"[510974890, 864806367]"
Veronica Patel,F,566267200,2002-07-13,Senior,School of Arts and Sciences,0,0,['WS' 'CS' 'AH'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[423371184, 563947607]"
Lori Simon,F,354458979,2003-03-23,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'MS'],Suite,1,1,1,8000-11000,12000,"[763801719, 923624435]"
Rick Wilson,M,780510111,2002-11-01,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'NCA' 'MS'],Apartment,1,1,1,6000-8000,9000,"[569405519, 181293295]"
Mrs. Donna Mccormick,F,199127500,2001-01-30,Freshman,Mason Gross School of the Arts,0,1,['BS' 'SA' 'RA'],Suite,1,1,1,8000-11000,12000,[132257721]
Laurie Hernandez,F,492132079,2005-07-26,Freshman,School of Communication and Information,0,1,['BS' 'MRS' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000,"[450948096, 887072700]"
Mason Day,M,266938434,2002-07-14,Junior,Mason Gross School of the Arts,0,0,['MH' 'SA' 'RA'],Apartment,1,1,1,6000-8000,9000,[148275609]
Angela Burch MD,F,821593101,2004-12-11,Freshman,School of Arts and Sciences,0,0,['MS' 'AH' 'SA'],Suite,1,1,1,8000-11000,12000,"[533402964, 414208541]"
Bruce Mendoza,M,797374124,2004-01-31,Freshman,School of Engineering,0,0,['BH' 'SA' 'JS'],Suite,1,1,1,8000-11000,12000,"[395508844, 633187795]"
Tiffany Mack,F,157645797,2000-10-24,Junior,School of Arts and Sciences,0,1,['WS' 'AH' 'BS'],Suite,1,1,1,4000-6000,7000,"[855696439, 128951970]"
Steve Short,M,479471840,2004-03-08,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MRS' 'RA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[176941350, 962540038]"
Michael Jacobs,M,224150192,2001-02-25,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'MH' 'BS'],Apartment,1,1,1,6000-8000,9000,"[761974987, 207813705]"
David Casey,M,212322652,2002-02-10,Sophomore,School of Arts and Sciences,0,1,['BS' 'MRS' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[948655425, 876536835]"
Karen Thomas,F,663733156,2000-11-13,Senior,School of Communication and Information,0,0,['SA' 'MH' 'JS'],Suite,1,1,1,8000-11000,12000,"[779941164, 409552265]"
Tara Gibson,F,399136556,2002-02-19,Freshman,Mason Gross School of the Arts,0,1,['RA' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,7000,[722871966]
Adam Parker,M,464603679,2002-01-02,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'SA'],Apartment,1,1,1,6000-8000,9000,"[593389047, 161814900]"
Jeffrey Flores,M,644405134,2002-09-14,Senior,School of Arts and Sciences,0,1,['NCA' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000,"[806197982, 516115700]"
Joshua Snow,M,701655681,2001-03-27,Freshman,School of Management and Labor Relations,0,0,['BS' 'WS' 'SA'],Suite,1,1,1,8000-11000,12000,"[891242934, 384510167]"
Cole Pierce,M,805085984,1999-11-26,Sophomore,School of Arts and Sciences,0,1,['AH' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000,[397788531]
Paula Cantrell,F,527420905,2005-09-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000,[728752659]
Jason Wang,M,387304693,2003-07-09,Sophomore,School of Engineering,0,0,['BH' 'JS' 'BS'],Suite,1,1,1,4000-6000,7000,"[391154299, 567583671]"
Jackson Monroe,M,106172154,2003-07-01,Junior,Mason Gross School of the Arts,0,0,['SA' 'MS' 'JS'],Suite,1,1,1,4000-6000,7000,"[614876179, 693110440]"
Jorge Grant,M,717105065,2002-01-17,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'MH'],Apartment,1,1,1,4000-6000,7000,"[209126072, 531933341]"
Laura House,F,867971029,2005-04-14,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'TS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000,"[177435353, 240644580]"
Madison Glass,F,225283629,2004-08-29,Freshman,School of Communication and Information,0,0,['JS' 'BS' 'MS'],Suite,1,1,1,8000-11000,12000,"[406540551, 234132725]"
James Hamilton,M,750011011,2001-10-25,Freshman,School of Arts and Sciences,0,0,['AH' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[479112558, 606917904]"
Thomas Sullivan,M,579038955,2002-08-03,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000,"[590138005, 625860346]"
Michael Burns,M,236643966,2003-02-08,Sophomore,School of Arts and Sciences,0,0,['AH' 'CS' 'BS'],Suite,1,1,1,4000-6000,7000,[856877521]
Sean Brown,M,482683839,2000-05-11,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['BH' 'CS' 'SA'],Suite,1,1,1,8000-11000,12000,"[295129991, 120196305]"
Sandy Harris,F,406864414,2002-09-09,Senior,School of Arts and Sciences,0,0,['SA' 'MS' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[618875934, 211571668]"
Samantha Mcdonald,F,540000919,2003-09-27,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000,[589745250]
James Davis,M,797865371,2002-06-20,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'MH'],Apartment,1,1,1,4000-6000,7000,[950328706]
Brianna Smith,F,384510167,2000-02-11,Senior,School of Arts and Sciences,0,0,['BS' 'NCA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[891242934]
Margaret Tucker,F,252342763,2005-03-03,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MS' 'BS'],Apartment,1,1,1,4000-6000,7000,"[259584395, 435284622]"
Erica Miller,F,600891458,2003-12-24,Freshman,School of Environmental and Biological Sciences,0,1,['BS' 'SA' 'MZH'],Suite,1,1,1,8000-11000,12000,[444418662]
Michael Doyle,M,683892299,2002-12-20,Sophomore,School of Arts and Sciences,0,0,['BS' 'MS' 'BH'],Apartment,1,1,1,8000-11000,12000,[730178764]
Beth Simpson,F,170671663,2000-09-17,Freshman,Mason Gross School of the Arts,0,0,['SA' 'WS' 'MH'],Suite,1,0,1,4000-6000,7000,[912140813]
Ryan Mitchell,M,325103181,2002-03-18,Sophomore,School of Engineering,0,0,['MS' 'SA' 'BS'],Suite,1,1,1,4000-6000,7000,"[247107742, 144702079]"
Drew Quinn,M,353352974,2004-05-14,Freshman,School of Arts and Sciences,0,1,['BS' 'MH' 'MS'],Apartment,1,1,1,6000-8000,9000,"[906230900, 268148356]"
Jessica Guzman,F,506721930,2001-01-11,Sophomore,School of Communication and Information,0,0,['NCA' 'RA' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000,[621279894]
Jeffery Olson II,M,235616849,2000-01-19,Junior,School of Communication and Information,0,0,['NCA' 'TS' 'BS'],Suite,1,1,1,6000-8000,9000,[963702406]
Kelly Allen,F,228491497,2005-03-11,Sophomore,School of Management and Labor Relations,0,1,['RA' 'SA' 'TS'],Suite,1,1,1,8000-11000,12000,"[680826444, 817171926]"
Adrian Nguyen,M,525392600,2005-07-27,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'RA' 'SA'],Suite,1,1,1,6000-8000,9000,"[393450187, 376370865]"
Carolyn Richards,F,726474532,2000-09-04,Freshman,School of Social Work,0,0,['TS' 'MS' 'MZH'],Suite,1,1,1,4000-6000,7000,"[344226930, 659528472]"
Gina Smith,F,257761110,2003-11-25,Freshman,School of Arts and Sciences,0,0,['CS' 'BH' 'NCA'],Apartment,1,1,1,4000-6000,7000,"[604771369, 560058820]"
Christopher Baldwin,M,948655425,2004-10-16,Sophomore,School of Arts and Sciences,0,0,['BH' 'MH' 'RA'],Suite,1,1,1,8000-11000,12000,"[212322652, 876536835]"
Kim Hall,F,871234867,1999-11-09,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[694997916, 691500911]"
Jerry Wade,M,213520657,2003-02-08,Freshman,School of Arts and Sciences,0,0,['MH' 'JS' 'BS'],Apartment,1,1,1,8000-11000,12000,[852691948]
Jonathan Christensen,M,941278799,1999-11-29,Junior,School of Arts and Sciences,0,1,['BS' 'CS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000,[845134410]
Anne Cook,F,875603300,2005-08-19,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'MS' 'BS'],Suite,1,1,1,4000-6000,7000,"[685113412, 245404666]"
Thomas Gordon,M,570695388,2005-02-09,Senior,School of Engineering,0,0,['BS' 'RA' 'NCA'],Apartment,1,0,1,8000-11000,12000,"[899960331, 610136614]"
Samuel Hawkins,M,743224010,2004-04-05,Freshman,School of Communication and Information,0,0,['RA' 'SA' 'BS'],Suite,1,0,1,6000-8000,9000,"[786876966, 106179174]"
Mason Knight,M,728695622,2002-11-24,Junior,School of Communication and Information,0,0,['AH' 'MH' 'TS'],Suite,1,1,1,8000-11000,12000,[459705991]
Sierra Maldonado,F,813246931,2002-09-23,Junior,School of Engineering,0,0,['BS' 'MZH' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[862751170, 979296377]"
Justin Torres,M,716421014,2000-11-08,Senior,School of Management and Labor Relations,0,0,['MRS' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000,"[527082838, 568713484]"
Tracy Ward,F,532792264,2002-01-05,Junior,School of Communication and Information,0,0,['BS' 'JS' 'SA'],Suite,1,1,0,8000-11000,12000,[704898782]
Mark Sims,M,886121930,2000-11-07,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'RA' 'JS'],Suite,1,1,1,8000-11000,12000,"[562991982, 924085406]"
John Joseph,M,218966406,1999-10-28,Freshman,School of Arts and Sciences,0,1,['MZH' 'MRS' 'SA'],Apartment,1,1,1,6000-8000,9000,"[140123619, 786269567]"
Daniel Lopez,M,766181823,2003-06-07,Junior,School of Arts and Sciences,0,0,['MS' 'SA' 'NCA'],Apartment,1,0,1,8000-11000,12000,"[395079651, 861241903]"
Aaron Williams,M,486534700,2001-03-21,Junior,School of Arts and Sciences,0,1,['TS' 'NCA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000,[277391295]
Richard Strickland,M,654909799,2003-09-14,Sophomore,School of Arts and Sciences,0,1,['WS' 'BS' 'MH'],Suite,1,1,1,4000-6000,7000,[995568020]
Allison Jackson,F,396404010,2004-12-31,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000,"[760314910, 349585487]"
Erik Shaffer,M,336145831,2000-11-13,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'NCA'],Suite,1,1,1,6000-8000,9000,[215195148]
Laurie Richardson,F,963894960,2002-01-21,Sophomore,School of Communication and Information,0,1,['TS' 'MS' 'CS'],Suite,1,1,1,8000-11000,12000,"[765674768, 975776390]"
Betty Hicks,F,344499048,2000-05-17,Sophomore,School of Environmental and Biological Sciences,0,0,['AH' 'NCA' 'TS'],Apartment,1,1,1,4000-6000,7000,[841153819]
Kristina Bell,F,819304905,2003-11-15,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'MZH'],Suite,1,1,1,4000-6000,7000,"[284458084, 182281382]"
Peter Kelly,M,767181801,2002-11-13,Junior,School of Arts and Sciences,0,0,['BS' 'MZH' 'NCA'],Apartment,1,1,1,6000-8000,9000,"[500329107, 536495740]"
David Welch,M,343461147,2003-05-14,Junior,School of Arts and Sciences,0,0,['RA' 'CS' 'NCA'],Apartment,1,1,1,8000-11000,12000,"[708379497, 403245617]"
James Barton,M,490065426,2004-09-05,Freshman,School of Communication and Information,0,0,['BS' 'BH' 'SA'],Suite,1,1,1,6000-8000,9000,[195990859]
Madeline Collins,F,511992348,2004-11-04,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BH' 'MRS'],Suite,1,1,1,4000-6000,7000,"[348361960, 887272170]"
Samuel Kaiser,M,772041761,2002-06-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'AH' 'WS'],Apartment,1,1,1,4000-6000,7000,[923790988]
James Hill,M,678617563,2004-09-14,Freshman,School of Arts and Sciences,0,0,['BS' 'TS' 'NCA'],Suite,1,1,0,6000-8000,9000,"[293098681, 939863949]"
John Henderson,M,532025803,1999-10-15,Freshman,School of Arts and Sciences,0,1,['NCA' 'TS' 'MS'],Apartment,1,1,1,4000-6000,7000,"[306925636, 255929297]"
Melissa Cole,F,983324792,2003-01-11,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'SA' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[885513847, 858541458]"
Amy Jones,F,350137183,2001-09-05,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'MRS'],Suite,1,1,1,8000-11000,12000,"[423328588, 992670967]"
Mrs. Shannon Alexander PhD,F,892634642,2000-01-06,Freshman,School of Arts and Sciences,0,0,['MZH' 'MH' 'RA'],Suite,1,1,1,8000-11000,12000,"[978720156, 125302510]"
Daniel Peterson,M,702504260,2005-03-16,Freshman,Mason Gross School of the Arts,0,1,['BS' 'JS' 'SA'],Apartment,1,1,1,8000-11000,12000,"[963697190, 556831386]"
Brenda Montoya,F,801087003,2001-11-01,Sophomore,School of Arts and Sciences,0,0,['MH' 'BS' 'BH'],Apartment,1,1,1,6000-8000,9000,[502145785]
Mary Cox,F,708673954,2002-05-01,Freshman,School of Arts and Sciences,0,0,['TS' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000,"[594941364, 195752537]"
Amber Hunter,F,403429268,2005-03-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['BH' 'CS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[270748822, 898020175]"
Nicholas Ward,M,521566521,2005-01-15,Sophomore,School of Arts and Sciences,0,0,['MZH' 'MS' 'RA'],Suite,1,1,1,8000-11000,12000,"[484247283, 105314476]"
Stephen Rivera,M,434863481,2003-06-16,Sophomore,School of Arts and Sciences,0,0,['CS' 'MRS' 'JS'],Suite,1,1,1,4000-6000,7000,"[939470263, 803885175]"
Carl Ewing,M,285253544,2003-05-31,Freshman,School of Social Work,0,1,['RA' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,12000,[840121411]
Julie Lawrence,F,956668962,2001-03-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'MH' 'RA'],Suite,1,1,1,4000-6000,7000,"[906155943, 743988610]"
Henry Miller,M,782533865,2002-02-12,Senior,School of Arts and Sciences,0,0,['MZH' 'BS' 'MRS'],Traditional Residence Hall,1,0,1,8000-11000,12000,"[955637350, 428407780]"
Thomas Wagner,M,571978108,1999-11-04,Freshman,School of Arts and Sciences,0,0,['RA' 'WS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000,"[215143549, 595243811]"
