name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Cody Fleming,M,764851982,2004-11-27,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Joshua Mckenzie,M,294373558,2004-11-15,Freshman,School of Communication and Information,0,0
Robert Ramirez,M,439151366,2001-12-25,Senior,School of Engineering,0,1
Brittany Chang,F,637445615,2002-06-11,Freshman,School of Communication and Information,0,1
Katie Anderson,F,176669861,2002-08-08,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Amber Dixon,F,525367605,2000-09-18,Freshman,School of Engineering,0,0
Kendra Graham,F,534935081,2004-05-28,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Raven Erickson,F,116305166,2003-10-21,Sophomore,Mason Gross School of the Arts,0,0
Sara Cameron,F,709310699,2000-09-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Robert Espinoza,M,486358262,2003-09-30,Sophomore,School of Social Work,0,1
Manuel Roman,M,697952284,2003-04-21,Sophomore,School of Environmental and Biological Sciences,0,0
Tiffany Ross,F,505535284,2000-05-10,Junior,School of Social Work,0,0
Joseph Walters,M,474824035,2002-01-04,Junior,School of Environmental and Biological Sciences,0,1
Christopher Morton,M,604656571,2003-12-05,Freshman,School of Environmental and Biological Sciences,0,0
Joan Fields,F,598080007,2000-08-20,Freshman,Mason Gross School of the Arts,0,1
Karen Burke,F,683934745,1999-11-24,Sophomore,School of Communication and Information,0,0
Rebecca Sanders,F,835761672,2001-09-15,Senior,Mason Gross School of the Arts,0,0
Jack Stokes,M,224712540,2000-02-08,Senior,School of Arts and Sciences,0,0
Jessica King,F,137291349,2002-09-06,Junior,School of Social Work,0,0
Jeremy Matthews,M,650399371,2005-07-14,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Joseph Hurst,M,548686272,2001-07-09,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Angela Santos,F,891153497,2005-04-07,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Daniel Braun,M,361375842,2003-05-01,Junior,School of Arts and Sciences,0,0
Barbara Byrd,F,160922274,2004-04-23,Sophomore,School of Management and Labor Relations,0,0
Gary Torres,M,875859504,2004-12-13,Freshman,Mason Gross School of the Arts,0,1
Kaitlin Horn,F,447320572,2005-05-03,Junior,School of Social Work,0,0
Lauren Ramos MD,F,112995943,2002-03-17,Sophomore,School of Environmental and Biological Sciences,0,0
Shelia Rivers,F,955478131,2003-03-11,Freshman,School of Arts and Sciences,0,1
James Williams,M,856480438,2000-07-09,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Michael Butler,M,854291912,2005-01-26,Freshman,School of Management and Labor Relations,0,0
Sherry Lewis,F,829330911,2003-03-05,Senior,School of Social Work,0,1
Veronica Singleton,F,987186989,2003-01-15,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Adam Williams,M,114544287,2003-02-21,Junior,School of Management and Labor Relations,0,1
Kevin Hanson,M,823584977,2004-07-23,Sophomore,School of Management and Labor Relations,0,0
Courtney Gates,F,791461316,2002-05-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Heather Smith,F,692659751,2002-02-16,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1
Jeffrey Osborne,M,903870728,2001-10-01,Sophomore,School of Communication and Information,0,0
Alexis Perez,F,470430369,2003-01-10,Sophomore,School of Environmental and Biological Sciences,0,1
Paul Palmer,M,770723183,2000-04-15,Freshman,School of Arts and Sciences,0,0
Christine Dixon,F,647026788,2005-07-31,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Hector Kelley MD,M,311441588,2004-09-21,Junior,Mason Gross School of the Arts,0,0
Vanessa Johnson,F,444303399,2004-12-12,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Jeffery Dougherty,M,829918058,1999-11-05,Junior,Mason Gross School of the Arts,0,0
Hannah Hunter,F,708469661,2003-07-14,Junior,School of Communication and Information,0,1
Olivia Griffith,F,351008653,2002-12-04,Junior,School of Environmental and Biological Sciences,0,0
Clayton Jordan,M,777403780,2002-01-03,Senior,School of Social Work,0,0
Jesus Stevenson,M,697559415,2001-04-04,Junior,School of Arts and Sciences,0,0
Christine Valencia,F,522713428,2005-06-27,Sophomore,School of Environmental and Biological Sciences,0,0
David Harris,M,492479924,2004-03-28,Freshman,School of Environmental and Biological Sciences,0,0
Stephanie Ferguson,F,583933903,2005-08-01,Junior,School of Environmental and Biological Sciences,0,1
Tracey Harrell,F,920954520,2005-07-12,Junior,School of Environmental and Biological Sciences,0,1
Jose Torres III,M,254165286,2002-08-04,Freshman,School of Social Work,0,0
Donna Collins,F,936101636,2003-02-07,Sophomore,School of Environmental and Biological Sciences,0,1
Thomas Harris,M,395578688,2003-01-27,Freshman,Mason Gross School of the Arts,0,0
Michael Mercer,M,566373277,2000-03-10,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1
Hannah Espinoza,F,918174723,2004-10-28,Sophomore,School of Engineering,0,1
Joseph Carlson,M,851799210,2005-05-23,Freshman,School of Social Work,0,0
Kellie Murphy,F,975973944,2004-03-14,Sophomore,Mason Gross School of the Arts,0,0
Janet Bowen,F,895225400,2003-10-29,Sophomore,School of Arts and Sciences,0,1
Michael Jenkins,M,833532588,2001-11-07,Senior,Mason Gross School of the Arts,0,1
Daniel Wheeler,M,775227793,2003-02-27,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Lisa Taylor,F,298064113,2005-04-23,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1
Cynthia Thompson,F,239090219,2003-10-21,Freshman,School of Arts and Sciences,0,0
Rachel Cook,F,649812723,2000-02-05,Freshman,School of Communication and Information,0,0
Hannah Dougherty,F,772757902,2002-06-11,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Gabriela Gonzalez,F,109219125,1999-12-09,Freshman,School of Environmental and Biological Sciences,0,1
Jeffrey Steele,M,890080977,2002-02-11,Freshman,School of Engineering,0,0
Luis Calderon,M,961208906,2005-04-07,Freshman,School of Engineering,0,1
Robert Walls,M,243221968,2002-11-07,Junior,Mason Gross School of the Arts,0,0
Amanda Gutierrez,F,427047709,2000-01-20,Sophomore,School of Environmental and Biological Sciences,0,0
Thomas Trevino,M,377591015,2002-09-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,1
Jared Gonzalez,M,793977498,2000-11-18,Sophomore,School of Environmental and Biological Sciences,0,0
Alexa Roberson,F,290267778,2003-01-18,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Richard Vaughn,M,403857127,2003-01-04,Junior,Mason Gross School of the Arts,0,0
Mr. Benjamin Williams,M,966733576,2002-04-21,Freshman,Rutgers Business School–Newark and New Brunswick,1,0
Michael Figueroa,M,442788403,2001-05-15,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Tara Glass,F,145061150,2004-12-01,Junior,School of Management and Labor Relations,1,0
Beverly West,F,514343283,2004-05-27,Senior,School of Arts and Sciences,0,0
Brian Rogers,M,417754595,2003-11-27,Freshman,Mason Gross School of the Arts,0,1
Rebecca Wallace,F,891024514,2003-02-05,Senior,School of Arts and Sciences,0,1
Michael Jordan,M,806119203,2002-02-21,Freshman,School of Communication and Information,1,0
Monica Mills,F,925614927,2005-03-22,Senior,School of Social Work,0,1
Kenneth Collins,M,588162538,2004-09-07,Freshman,School of Engineering,0,0
Sandra Galvan,F,350887929,2004-06-25,Freshman,School of Engineering,0,0
Martin Craig,M,882426669,2001-01-22,Sophomore,School of Arts and Sciences,0,0
Shawn Kennedy,M,198922934,1999-11-01,Freshman,School of Arts and Sciences,0,0
Elizabeth Morales,F,147297047,2003-02-01,Junior,School of Arts and Sciences,0,1
Christine Brown,F,417706834,2003-11-13,Junior,School of Management and Labor Relations,0,0
Jesse Chavez,M,944063052,2003-01-10,Freshman,School of Environmental and Biological Sciences,0,0
David Mcintosh,M,678169860,2004-07-06,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Catherine Lee,F,179519526,2003-06-28,Junior,School of Engineering,0,0
Chelsea Hernandez,F,443461544,2004-08-18,Freshman,School of Communication and Information,0,1
Todd Jordan,M,885506020,2003-06-20,Sophomore,School of Management and Labor Relations,0,0
Sarah Martinez,F,756515852,2002-01-23,Freshman,School of Engineering,0,0
Kelly Meyer,F,701253491,2003-11-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,1
Timothy Barrett,M,914879859,2005-04-02,Sophomore,School of Management and Labor Relations,0,0
Jamie Donaldson,F,619556482,2003-03-15,Senior,School of Environmental and Biological Sciences,0,1
Keith Wolf,M,877614341,2005-07-08,Sophomore,School of Management and Labor Relations,0,0
Jeanne Ibarra,F,318818879,2001-02-24,Junior,Rutgers Business School–Newark and New Brunswick,0,1
Anthony Coleman,M,292976325,2003-03-18,Freshman,School of Engineering,0,1
Carolyn Johnson,F,289563576,2004-11-29,Freshman,School of Social Work,0,0
Jose Ruiz,M,258540104,2000-09-24,Sophomore,School of Arts and Sciences,0,0
Timothy Carlson,M,312609217,2003-05-06,Sophomore,School of Arts and Sciences,0,1
Miguel Pierce,M,662058669,1999-09-29,Freshman,School of Communication and Information,0,1
Elizabeth Taylor,F,399840198,2003-06-13,Junior,Rutgers Business School–Newark and New Brunswick,0,0
David Hughes,M,897064964,2004-10-12,Sophomore,Mason Gross School of the Arts,0,0
Colleen Hamilton,F,236378098,2003-10-13,Freshman,School of Engineering,0,0
Joshua Morgan,M,575014961,2004-01-12,Freshman,School of Environmental and Biological Sciences,0,0
Latoya Reyes,F,193168330,2000-12-17,Junior,School of Arts and Sciences,0,0
Dawn Williams,F,288056572,2004-07-27,Junior,School of Environmental and Biological Sciences,0,0
Andrea George,F,406451225,2001-06-19,Freshman,School of Arts and Sciences,0,0
Dana Hooper,F,962639671,2001-10-16,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Rebecca Reed,F,153287622,2004-03-20,Sophomore,School of Communication and Information,0,1
Marcus Martin PhD,M,434717444,2004-08-22,Junior,School of Arts and Sciences,0,0
Matthew Harrison,M,339176140,2004-01-19,Sophomore,School of Engineering,0,1
Raymond Roth,M,631996105,2001-07-14,Sophomore,School of Engineering,0,0
Ethan Murphy,M,786004533,2005-08-01,Sophomore,School of Environmental and Biological Sciences,0,0
David Garcia,M,942963105,2002-10-11,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Jose Shaffer,M,697998421,2004-02-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Brittney Taylor,F,834475527,2000-09-11,Sophomore,Mason Gross School of the Arts,0,1
Joseph Michael,M,834351732,2003-10-21,Sophomore,School of Engineering,0,0
Douglas Wagner,M,302956352,2002-03-13,Sophomore,School of Social Work,0,0
Christine Lewis,F,617568557,2001-07-31,Senior,School of Social Work,0,0
Shawn Colon,M,799132521,2000-04-21,Freshman,School of Engineering,0,0
Christine Osborne,F,636893107,2001-03-07,Freshman,School of Communication and Information,0,0
Jeffery Watson,M,140613234,2001-08-30,Sophomore,School of Engineering,0,0
Anthony Riddle,M,452258721,2000-12-28,Junior,School of Arts and Sciences,0,0
Eduardo Holmes,M,207417784,2000-04-01,Freshman,Mason Gross School of the Arts,0,0
Brandon Dougherty,M,123791219,2002-03-03,Sophomore,School of Arts and Sciences,0,0
Rachel Carter,F,919587516,2000-03-14,Senior,School of Social Work,0,0
Brian Gonzales,M,349733934,2003-09-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1
John Reeves,M,631534197,2000-12-10,Freshman,School of Environmental and Biological Sciences,0,1
Michael Brown,M,590212920,2003-07-06,Freshman,School of Management and Labor Relations,0,0
Kelly Mccann,F,436078166,2005-09-02,Sophomore,Mason Gross School of the Arts,0,0
Alexander Lewis,M,410452045,2004-05-05,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Darryl Vaughn,M,205634362,2001-04-01,Freshman,School of Arts and Sciences,0,0
Anthony Spencer,M,919316295,2004-03-11,Freshman,Mason Gross School of the Arts,0,0
Lisa Jones,F,734809611,2002-10-13,Freshman,School of Management and Labor Relations,0,0
Nicole Roberts,F,240731342,2004-05-20,Sophomore,School of Arts and Sciences,0,0
Rachel Jackson,F,235320540,2004-06-28,Sophomore,School of Arts and Sciences,0,0
Tiffany Andrews,F,898706612,2002-06-08,Junior,School of Communication and Information,0,1
Matthew Williams,M,810149776,2001-07-03,Sophomore,School of Arts and Sciences,0,0
Matthew Robbins,M,968290000,2001-03-27,Junior,School of Social Work,0,0
Ashley Long,F,707159324,2003-01-07,Freshman,School of Arts and Sciences,0,1
Nicole Farmer,F,518783715,2002-03-19,Freshman,School of Management and Labor Relations,0,1
Kathryn Russell,F,198936725,2001-11-03,Freshman,School of Social Work,0,1
Christopher Mathews,M,851921152,2000-11-18,Freshman,School of Social Work,0,1
Gerald Lynch,M,869149529,2002-12-13,Junior,School of Social Work,0,1
Julie Soto,F,314355518,2004-07-26,Freshman,School of Environmental and Biological Sciences,0,0
Cheyenne Montgomery,F,325388905,2002-01-21,Sophomore,School of Environmental and Biological Sciences,0,1
Laura Pineda,F,993603363,2004-07-24,Junior,School of Arts and Sciences,0,0
Cynthia Rich,F,620502931,2004-12-31,Sophomore,School of Engineering,0,0
Karen Patel,F,798638377,2001-03-15,Sophomore,School of Social Work,0,0
Karina Flores,F,443516199,2002-06-16,Junior,School of Arts and Sciences,0,0
Arthur Fleming,M,854821602,2002-10-09,Freshman,School of Communication and Information,0,0
Christy Ferguson,F,361089614,2004-04-29,Freshman,School of Management and Labor Relations,0,1
Debra Freeman,F,114147560,2001-05-26,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Lisa Taylor,F,812994873,2000-11-27,Senior,School of Social Work,0,0
Maria Stewart,F,610452474,2000-12-30,Junior,School of Communication and Information,0,1
Laura Mueller,F,420379216,2002-08-08,Freshman,School of Management and Labor Relations,0,0
Mr. James Townsend II,M,783326241,2005-03-23,Sophomore,School of Social Work,0,1
Emily Lee,F,849828619,2004-10-14,Freshman,School of Management and Labor Relations,0,0
Frank Gonzales,M,911659539,2002-02-28,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Felicia Hayes,F,918635529,2003-05-15,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1
Lori Holland,F,495486850,2005-05-30,Sophomore,School of Arts and Sciences,0,0
Sherry Schroeder,F,585000752,2004-05-24,Freshman,School of Engineering,0,0
Cynthia Ferguson,F,554890683,2000-07-12,Freshman,School of Arts and Sciences,0,1
Dennis Anderson,M,389838390,2002-08-14,Junior,School of Social Work,0,1
Lisa Thompson,F,207092296,2004-02-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0
Kim Wallace,F,345641869,2002-11-09,Junior,School of Social Work,0,0
Eric Moreno,M,786722402,2004-04-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Emily Kennedy,F,113284102,2002-06-18,Senior,School of Social Work,1,1
Melissa Coleman,F,966811930,2000-02-14,Junior,School of Arts and Sciences,0,1
Tyler Bradford,M,380657280,2004-11-16,Senior,School of Engineering,0,0
Sherri Aguirre,F,403769100,2000-07-05,Sophomore,School of Social Work,0,0
Colton Wells,M,347511401,2003-10-08,Junior,School of Engineering,0,0
Tammy Davis,F,290036806,2005-05-08,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0
Scott Malone,M,951130630,2000-01-23,Freshman,School of Communication and Information,0,0
Cassie Robinson,F,369949611,2004-12-17,Freshman,School of Arts and Sciences,0,0
Erika Wood,F,774265097,2000-02-25,Sophomore,School of Communication and Information,0,0
James Mason,M,687476505,1999-11-04,Junior,School of Social Work,0,0
Johnathan Alexander,M,230109632,2001-08-20,Junior,School of Social Work,1,0
Ashley Stewart,F,367208821,2002-11-22,Sophomore,School of Engineering,0,1
Carla Trujillo,F,815231964,2000-11-20,Sophomore,Mason Gross School of the Arts,0,0
Jesse Allen,M,599904783,2004-10-02,Senior,School of Management and Labor Relations,0,1
Steven Alvarez,M,620712867,2000-03-03,Freshman,School of Environmental and Biological Sciences,0,0
Rebecca Sparks,F,488726503,2002-05-22,Freshman,School of Engineering,0,0
Daniel Robertson,M,925701323,2001-04-23,Sophomore,School of Arts and Sciences,0,1
Rebecca Henderson,F,182486978,2005-08-30,Freshman,School of Engineering,0,0
Olivia Martin,F,428115153,2002-09-26,Freshman,School of Social Work,0,0
Derrick Perez,M,540398439,2000-06-18,Junior,School of Arts and Sciences,0,0
James Lane,M,193147274,2002-09-02,Junior,Mason Gross School of the Arts,1,0
Laura Hendrix,F,219254010,2004-06-11,Junior,School of Social Work,0,0
Patrick Silva,M,293387747,2003-08-03,Freshman,Mason Gross School of the Arts,0,0
Marie Williams,F,977791696,2000-01-23,Sophomore,School of Engineering,0,1
David Zimmerman,M,924505086,2004-04-04,Sophomore,School of Engineering,0,0
Valerie Mann,F,547030945,2000-02-09,Freshman,School of Social Work,0,0
Natalie Price,F,507754783,2003-04-26,Sophomore,School of Social Work,0,0
